Ялта,2016-01-01,2:00,-8,-10,ясно; без осадков,768,68,северо-западный,2
Саки,2016-11-25,14:00,6,8,пасмурно; без осадков,764,74,южный,2
Саки,2016-11-25,20:00,8,10,пасмурно; без осадков,764,83,южный,4
Керчь,2016-11-25,2:00,4,6,пасмурно; без осадков,768,94,северо-западный,2
Керчь,2016-11-25,8:00,4,6,пасмурно; без осадков,767,91,северо-западный,2
Керчь,2016-11-25,14:00,6,8,пасмурно; без осадков,766,82,западный,4
Керчь,2016-11-25,20:00,4,6,малооблачно; без осадков,765,89,юго-западный,3
Красноперекопск,2016-11-25,2:00,2,4,пасмурно; без осадков,767,88,восточный,1
Красноперекопск,2016-11-25,8:00,2,4,пасмурно; без осадков,767,89,северо-западный,2
Красноперекопск,2016-11-25,14:00,5,7,пасмурно; без осадков,765,72,юго-западный,3
Красноперекопск,2016-11-25,20:00,6,8,малооблачно; без осадков,764,83,южный,4
Щелкино,2016-11-25,2:00,4,6,пасмурно; без осадков,765,88,северо-западный,3
Щелкино,2016-11-25,8:00,4,6,пасмурно; без осадков,764,83,юго-западный,1
Щелкино,2016-11-25,14:00,4,6,пасмурно; без осадков,763,90,северо-западный,4
Щелкино,2016-11-25,20:00,4,6,пасмурно; без осадков,761,89,южный,3
Симферополь,2016-11-25,2:00,1,3,пасмурно; без осадков,745,93,юго-восточный,2
Симферополь,2016-11-25,8:00,2,4,пасмурно; без осадков,744,95,южный,3
Симферополь,2016-11-25,14:00,5,7,пасмурно; без осадков,743,78,юго-западный,2
Симферополь,2016-11-25,20:00,4,6,пасмурно; без осадков,742,83,южный,4
Судак,2016-11-25,2:00,5,7,пасмурно; без осадков,765,87,западный,1
Судак,2016-11-25,8:00,6,8,пасмурно; без осадков,764,88,юго-западный,1
Судак,2016-11-25,14:00,8,10,облачно; без осадков,763,70,западный,1
Судак,2016-11-25,20:00,7,9,пасмурно; без осадков,762,75,южный,1
Феодосия,2016-11-25,2:00,3,5,пасмурно; без осадков,767,90,северо-западный,3
Феодосия,2016-11-25,8:00,4,6,пасмурно; без осадков,767,88,северный,2
Феодосия,2016-11-25,14:00,6,8,пасмурно; без осадков,765,76,северо-западный,3
Феодосия,2016-11-25,20:00,6,8,пасмурно; без осадков,764,77,южный,2
Армянск,2016-11-25,2:00,1,3,пасмурно; без осадков,767,90,северо-восточный,1
Армянск,2016-11-25,8:00,1,3,пасмурно; без осадков,766,87,северо-западный,1
Армянск,2016-11-25,14:00,4,6,пасмурно; без осадков,764,79,юго-западный,3
Армянск,2016-11-25,20:00,5,7,облачно; без осадков,763,90,юго-западный,3
Черноморское,2016-11-25,2:00,5,7,пасмурно; без осадков,767,79,западный,2
Черноморское,2016-11-25,8:00,4,6,пасмурно; без осадков,766,78,западный,1
Черноморское,2016-11-25,14:00,7,9,пасмурно; без осадков,764,78,южный,4
Черноморское,2016-11-25,20:00,7,9,ясно; без осадков,763,92,западный,2
Севастополь,2016-11-25,2:00,5,7,пасмурно; без осадков,767,85,юго-западный,1
Севастополь,2016-11-25,8:00,6,8,пасмурно; без осадков,767,80,южный,2
Севастополь,2016-11-25,14:00,7,9,пасмурно; без осадков,765,68,западный,2
Севастополь,2016-11-25,20:00,8,10,пасмурно; без осадков,764,79,южный,3
Ялта,2016-11-29,2:00,6,8,пасмурно; без осадков,759,79,северо-западный,2
Ялта,2016-11-29,8:00,4,6,пасмурно; без осадков,761,64,северо-западный,2
Ялта,2016-11-29,20:00,2,4,малооблачно; без осадков,764,62,северо-западный,2
Алушта,2016-11-29,2:00,5,7,пасмурно; без осадков,757,80,северо-западный,2
Алушта,2016-11-29,8:00,3,5,пасмурно; без осадков,758,65,северо-западный,2
Алушта,2016-11-29,20:00,0,2,ясно; без осадков,761,78,северо-западный,1
Бахчисарай,2016-11-29,2:00,2,4,пасмурно; без осадков,742,87,северный,4
Бахчисарай,2016-11-29,8:00,0,2,пасмурно; без осадков,743,82,северный,3
Бахчисарай,2016-11-29,20:00,-1,-3,ясно; без осадков,746,83,северный,2
Джанкой,2016-11-29,2:00,1,3,пасмурно; без осадков,761,75,северо-западный,3
Джанкой,2016-11-29,8:00,0,2,пасмурно; без осадков,762,77,северо-западный,3
Джанкой,2016-11-29,20:00,-2,-4,ясно; без осадков,764,85,западный,1
Евпатория,2016-11-29,2:00,2,4,пасмурно; без осадков,761,76,северный,5
Евпатория,2016-11-29,8:00,2,4,пасмурно; без осадков,763,71,северный,4
Евпатория,2016-11-29,20:00,0,2,ясно; без осадков,765,74,северный,2
Саки,2016-11-29,2:00,2,4,пасмурно; без осадков,761,76,северный,5
Саки,2016-11-29,8:00,1,3,пасмурно; без осадков,762,70,северный,4
Саки,2016-11-29,20:00,0,-2,ясно; без осадков,764,81,северный,2
Керчь,2016-11-29,2:00,4,6,пасмурно; дождь,761,83,северный,5
Керчь,2016-11-29,8:00,3,5,пасмурно; без осадков,761,79,северный,5
Керчь,2016-11-29,20:00,2,4,облачно; без осадков,764,73,северо-западный,4
Красноперекопск,2016-11-29,2:00,0,2,облачно; без осадков,761,86,северо-западный,2
Красноперекопск,2016-11-29,8:00,-1,1,пасмурно; без осадков,763,73,северо-западный,4
Красноперекопск,2016-11-29,20:00,-1,1,ясно; без осадков,764,71,западный,1
Щелкино,2016-11-29,2:00,4,6,пасмурно; без осадков,758,80,северный,6
Щелкино,2016-11-29,8:00,3,5,пасмурно; без осадков,758,77,северный,6
Щелкино,2016-11-29,20:00,1,3,пасмурно; без осадков,761,68,северный,5
Симферополь,2016-11-29,2:00,1,3,пасмурно; без осадков,738,89,северный,4
Симферополь,2016-11-29,8:00,-1,1,пасмурно; без осадков,740,84,северный,3
Симферополь,2016-11-29,20:00,-2,-4,ясно; без осадков,742,88,северный,2
Судак,2016-11-29,2:00,4,6,пасмурно; без осадков,758,85,северный,7
Судак,2016-11-29,8:00,2,4,пасмурно; без осадков,758,81,северный,6
Судак,2016-11-29,20:00,0,2,ясно; без осадков,761,78,северо-западный,5
Феодосия,2016-11-29,2:00,4,6,пасмурно; без осадков,760,85,северный,6
Феодосия,2016-11-29,8:00,3,5,пасмурно; без осадков,761,82,северо-западный,6
Феодосия,2016-11-29,20:00,1,3,облачно; без осадков,764,74,северо-западный,5
Армянск,2016-11-29,2:00,-1,1,облачно; без осадков,761,85,северо-западный,3
Армянск,2016-11-29,8:00,-1,1,пасмурно; без осадков,762,76,северо-западный,5
Армянск,2016-11-29,20:00,0,-2,ясно; без осадков,764,73,западный,2
Черноморское,2016-11-29,2:00,2,4,пасмурно; без осадков,761,66,северный,6
Черноморское,2016-11-29,8:00,2,4,пасмурно; без осадков,762,74,северо-западный,6
Черноморское,2016-11-29,20:00,0,2,ясно; без осадков,764,66,северный,2
Севастополь,2016-11-29,2:00,4,6,пасмурно; без осадков,760,81,северный,7
Севастополь,2016-11-29,8:00,2,4,пасмурно; без осадков,762,77,северный,6
Севастополь,2016-11-29,20:00,0,2,малооблачно; без осадков,764,76,северный,5
Ялта,2016-11-26,2:00,8,10,пасмурно; без осадков,764,91,юго-западный,3
Ялта,2016-11-26,8:00,8,10,пасмурно; без осадков,764,94,северо-западный,1
Ялта,2016-11-26,14:00,8,10,пасмурно; без осадков,764,92,восточный,2
Ялта,2016-11-26,20:00,7,9,пасмурно; дождь,765,96,северо-восточный,3
Алушта,2016-11-26,2:00,8,10,пасмурно; без осадков,761,89,юго-западный,1
Алушта,2016-11-26,8:00,8,10,пасмурно; без осадков,762,88,западный,1
Алушта,2016-11-26,14:00,8,10,пасмурно; без осадков,762,88,юго-восточный,2
Алушта,2016-11-26,20:00,6,8,пасмурно; дождь,763,95,восточный,2
Бахчисарай,2016-11-26,2:00,6,8,пасмурно; без осадков,746,94,юго-западный,3
Бахчисарай,2016-11-26,8:00,5,7,пасмурно; без осадков,746,97,северо-восточный,2
Бахчисарай,2016-11-26,14:00,4,6,пасмурно; без осадков,746,87,северный,2
Бахчисарай,2016-11-26,20:00,2,4,пасмурно; без осадков,746,95,северо-западный,1
Джанкой,2016-11-26,2:00,4,6,пасмурно; без осадков,764,86,западный,3
Джанкой,2016-11-26,8:00,3,5,пасмурно; без осадков,765,85,северо-западный,3
Джанкой,2016-11-26,14:00,2,4,пасмурно; без осадков,765,75,северо-западный,1
Джанкой,2016-11-26,20:00,0,2,малооблачно; без осадков,765,85,северо-восточный,1
Евпатория,2016-11-26,2:00,6,8,пасмурно; без осадков,764,90,северо-западный,3
Евпатория,2016-11-26,8:00,5,7,пасмурно; дождь,765,88,северный,2
Евпатория,2016-11-26,14:00,4,6,пасмурно; без осадков,765,76,северный,2
Евпатория,2016-11-26,20:00,3,5,облачно; без осадков,765,80,юго-восточный,1
Саки,2016-11-26,2:00,6,8,пасмурно; без осадков,764,92,северо-западный,3
Саки,2016-11-26,8:00,5,7,пасмурно; дождь,764,91,северный,2
Саки,2016-11-26,14:00,4,6,пасмурно; без осадков,764,78,северный,2
Саки,2016-11-26,20:00,3,5,пасмурно; без осадков,764,83,северо-восточный,1
Керчь,2016-11-26,2:00,6,8,пасмурно; без осадков,764,81,юго-западный,4
Керчь,2016-11-26,8:00,4,6,пасмурно; без осадков,764,90,северо-западный,4
Керчь,2016-11-26,14:00,3,5,пасмурно; без осадков,765,82,северо-западный,4
Керчь,2016-11-26,20:00,2,4,пасмурно; без осадков,766,80,северо-западный,1
Красноперекопск,2016-11-26,2:00,3,5,пасмурно; без осадков,764,86,западный,4
Красноперекопск,2016-11-26,8:00,2,4,пасмурно; без осадков,766,87,северный,3
Красноперекопск,2016-11-26,14:00,1,3,пасмурно; без осадков,766,73,северо-западный,1
Красноперекопск,2016-11-26,20:00,-1,1,малооблачно; без осадков,765,87,юго-восточный,1
Щелкино,2016-11-26,2:00,6,8,пасмурно; без осадков,761,84,юго-западный,5
Щелкино,2016-11-26,8:00,4,6,пасмурно; без осадков,762,86,северо-западный,5
Щелкино,2016-11-26,14:00,2,4,пасмурно; без осадков,762,83,северо-западный,4
Щелкино,2016-11-26,20:00,1,3,пасмурно; без осадков,763,77,северо-западный,1
Симферополь,2016-11-26,2:00,6,8,пасмурно; без осадков,742,96,юго-западный,3
Симферополь,2016-11-26,8:00,4,6,пасмурно; без осадков,743,98,южный,1
Симферополь,2016-11-26,14:00,3,5,пасмурно; без осадков,743,90,северный,1
Симферополь,2016-11-26,20:00,2,4,пасмурно; без осадков,743,96,южный,1
Судак,2016-11-26,2:00,8,10,пасмурно; без осадков,761,85,юго-западный,3
Судак,2016-11-26,8:00,6,8,пасмурно; без осадков,762,88,северо-западный,4
Судак,2016-11-26,14:00,5,7,пасмурно; без осадков,762,85,северный,4
Судак,2016-11-26,20:00,4,6,пасмурно; без осадков,763,88,северо-восточный,2
Феодосия,2016-11-26,2:00,8,10,пасмурно; без осадков,764,78,юго-западный,5
Феодосия,2016-11-26,8:00,5,7,пасмурно; без осадков,764,88,северо-западный,4
Феодосия,2016-11-26,14:00,3,5,пасмурно; без осадков,765,84,северо-западный,6
Феодосия,2016-11-26,20:00,3,5,пасмурно; без осадков,765,84,северный,3
Армянск,2016-11-26,2:00,2,4,пасмурно; без осадков,764,87,западный,4
Армянск,2016-11-26,8:00,2,4,пасмурно; без осадков,765,88,северный,4
Армянск,2016-11-26,14:00,1,3,пасмурно; без осадков,765,73,северо-западный,1
Армянск,2016-11-26,20:00,1,3,пасмурно; без осадков,764,79,южный,1
Черноморское,2016-11-26,2:00,6,8,пасмурно; без осадков,764,89,северо-западный,3
Черноморское,2016-11-26,8:00,4,6,пасмурно; без осадков,765,89,северный,4
Черноморское,2016-11-26,14:00,3,5,пасмурно; без осадков,765,77,северный,2
Черноморское,2016-11-26,20:00,1,3,облачно; без осадков,764,85,юго-восточный,1
Севастополь,2016-11-26,2:00,9,11,пасмурно; без осадков,764,87,западный,4
Севастополь,2016-11-26,8:00,7,9,пасмурно; без осадков,765,93,северо-восточный,4
Севастополь,2016-11-26,14:00,6,8,пасмурно; без осадков,765,83,северный,4
Севастополь,2016-11-26,20:00,4,6,малооблачно; без осадков,765,87,северо-восточный,1
Ялта,2016-11-27,2:00,6,8,облачно; без осадков,764,95,западный,1
Ялта,2016-11-27,14:00,10,12,пасмурно; без осадков,760,87,южный,5
Ялта,2016-11-27,20:00,10,12,пасмурно; без осадков,757,95,юго-западный,5
Алушта,2016-11-27,2:00,6,8,пасмурно; без осадков,761,92,западный,1
Алушта,2016-11-27,14:00,10,12,облачно; без осадков,757,78,южный,4
Алушта,2016-11-27,20:00,9,11,пасмурно; без осадков,755,91,южный,3
Бахчисарай,2016-11-27,2:00,0,2,ясно; без осадков,746,93,южный,2
Бахчисарай,2016-11-27,14:00,9,11,пасмурно; без осадков,741,77,южный,5
Бахчисарай,2016-11-27,20:00,8,10,пасмурно; без осадков,738,87,южный,6
Джанкой,2016-11-27,2:00,0,-2,ясно; без осадков,764,94,южный,2
Джанкой,2016-11-27,14:00,10,12,пасмурно; без осадков,758,73,юго-западный,5
Джанкой,2016-11-27,20:00,9,11,малооблачно; без осадков,755,80,южный,5
Евпатория,2016-11-27,2:00,6,8,ясно; без осадков,764,77,южный,4
Евпатория,2016-11-27,14:00,10,12,пасмурно; без осадков,759,80,юго-западный,7
Евпатория,2016-11-27,20:00,11,13,облачно; без осадков,755,87,южный,10
Саки,2016-11-27,2:00,3,5,малооблачно; без осадков,763,85,южный,3
Саки,2016-11-27,14:00,10,12,пасмурно; без осадков,758,79,южный,6
Саки,2016-11-27,20:00,10,12,пасмурно; без осадков,755,87,южный,9
Керчь,2016-11-27,2:00,2,4,облачно; без осадков,764,83,южный,1
Керчь,2016-11-27,14:00,9,11,пасмурно; без осадков,761,77,южный,8
Керчь,2016-11-27,20:00,9,11,пасмурно; без осадков,758,84,южный,8
Красноперекопск,2016-11-27,2:00,-1,1,ясно; без осадков,764,91,южный,2
Красноперекопск,2016-11-27,14:00,9,11,пасмурно; без осадков,758,76,южный,5
Красноперекопск,2016-11-27,20:00,9,11,пасмурно; без осадков,754,89,южный,6
Щелкино,2016-11-27,2:00,2,4,малооблачно; без осадков,761,84,южный,2
Щелкино,2016-11-27,14:00,9,11,пасмурно; без осадков,757,75,южный,9
Щелкино,2016-11-27,20:00,9,11,пасмурно; без осадков,754,82,южный,8
Симферополь,2016-11-27,2:00,2,4,малооблачно; без осадков,742,92,южный,3
Симферополь,2016-11-27,14:00,8,10,пасмурно; без осадков,737,77,южный,6
Симферополь,2016-11-27,20:00,8,10,пасмурно; без осадков,734,81,южный,7
Судак,2016-11-27,2:00,6,8,пасмурно; без осадков,761,88,южный,1
Судак,2016-11-27,14:00,10,12,пасмурно; без осадков,758,77,южный,8
Судак,2016-11-27,20:00,10,12,пасмурно; без осадков,755,87,южный,8
Феодосия,2016-11-27,2:00,6,8,пасмурно; без осадков,764,87,южный,2
Феодосия,2016-11-27,14:00,10,12,пасмурно; без осадков,760,71,южный,9
Феодосия,2016-11-27,20:00,11,13,пасмурно; без осадков,757,81,южный,8
Армянск,2016-11-27,2:00,1,3,малооблачно; без осадков,763,88,южный,3
Армянск,2016-11-27,14:00,8,10,пасмурно; без осадков,757,83,южный,5
Армянск,2016-11-27,20:00,8,10,пасмурно; без осадков,753,90,южный,7
Черноморское,2016-11-27,2:00,4,6,ясно; без осадков,763,84,южный,3
Черноморское,2016-11-27,14:00,9,11,пасмурно; без осадков,758,80,южный,6
Черноморское,2016-11-27,20:00,10,12,облачно; без осадков,754,90,южный,8
Севастополь,2016-11-27,2:00,4,6,ясно; без осадков,764,82,южный,3
Севастополь,2016-11-27,14:00,11,13,пасмурно; без осадков,759,79,южный,6
Севастополь,2016-11-27,20:00,11,13,пасмурно; без осадков,756,88,южный,8
Ялта,2016-11-30,2:00,1,3,ясно; без осадков,764,57,северо-западный,3
Ялта,2016-11-30,14:00,1,3,ясно; без осадков,765,40,северо-западный,2
Ялта,2016-11-30,20:00,0,-2,ясно; без осадков,767,64,северо-западный,2
Алушта,2016-11-30,2:00,0,2,ясно; без осадков,761,63,северо-западный,3
Алушта,2016-11-30,14:00,0,2,ясно; без осадков,763,49,северо-западный,3
Алушта,2016-11-30,20:00,-1,-3,ясно; без осадков,764,68,северо-западный,2
Бахчисарай,2016-11-30,2:00,-3,-5,ясно; без осадков,746,84,северо-восточный,2
Бахчисарай,2016-11-30,14:00,-1,-3,ясно; без осадков,747,54,северный,4
Бахчисарай,2016-11-30,20:00,-5,-7,ясно; без осадков,748,73,северо-восточный,2
Джанкой,2016-11-30,2:00,-3,-5,ясно; без осадков,764,84,западный,2
Джанкой,2016-11-30,14:00,0,-2,ясно; без осадков,767,47,северо-западный,4
Джанкой,2016-11-30,20:00,-4,-6,ясно; без осадков,767,77,западный,2
Евпатория,2016-11-30,2:00,0,2,малооблачно; без осадков,765,74,северный,2
Евпатория,2016-11-30,14:00,-1,1,ясно; без осадков,767,53,северный,5
Евпатория,2016-11-30,20:00,-1,-3,ясно; без осадков,767,68,северный,3
Саки,2016-11-30,2:00,-1,-3,ясно; без осадков,764,84,северо-восточный,2
Саки,2016-11-30,14:00,-1,1,ясно; без осадков,766,51,северный,4
Саки,2016-11-30,20:00,-3,-5,ясно; без осадков,767,74,северо-восточный,2
Керчь,2016-11-30,2:00,1,3,пасмурно; без осадков,764,68,северо-западный,6
Керчь,2016-11-30,14:00,0,2,пасмурно; без осадков,765,63,северо-западный,7
Керчь,2016-11-30,20:00,0,2,пасмурно; без осадков,766,58,северо-западный,6
Красноперекопск,2016-11-30,2:00,0,-2,ясно; без осадков,765,79,северо-западный,3
Красноперекопск,2016-11-30,14:00,0,-2,ясно; без осадков,767,49,северо-западный,4
Красноперекопск,2016-11-30,20:00,-3,-5,ясно; без осадков,767,70,северо-западный,2
Щелкино,2016-11-30,2:00,1,3,облачно; без осадков,761,66,северо-западный,6
Щелкино,2016-11-30,14:00,-1,1,пасмурно; без осадков,763,65,северо-западный,8
Щелкино,2016-11-30,20:00,-1,1,малооблачно; без осадков,764,61,северо-западный,7
Симферополь,2016-11-30,2:00,-3,-5,ясно; без осадков,743,86,северо-восточный,2
Симферополь,2016-11-30,14:00,-1,-3,ясно; без осадков,743,54,северный,4
Симферополь,2016-11-30,20:00,-6,-8,ясно; без осадков,745,76,северо-восточный,1
Судак,2016-11-30,2:00,-1,1,ясно; без осадков,761,75,северо-западный,7
Судак,2016-11-30,14:00,-1,1,ясно; без осадков,763,60,северо-западный,7
Судак,2016-11-30,20:00,-1,-3,ясно; без осадков,764,66,северо-западный,5
Феодосия,2016-11-30,2:00,-1,1,малооблачно; без осадков,764,76,северо-западный,7
Феодосия,2016-11-30,14:00,-1,1,пасмурно; без осадков,766,63,северо-западный,8
Феодосия,2016-11-30,20:00,-1,-3,облачно; без осадков,767,65,северо-западный,6
Армянск,2016-11-30,2:00,0,-2,ясно; без осадков,764,76,северо-западный,4
Армянск,2016-11-30,14:00,0,-2,ясно; без осадков,767,51,северо-западный,4
Армянск,2016-11-30,20:00,-3,-5,ясно; без осадков,767,65,северо-западный,2
Черноморское,2016-11-30,2:00,2,4,облачно; без осадков,764,71,северо-западный,6
Черноморское,2016-11-30,14:00,0,-2,ясно; без осадков,767,59,северный,6
Черноморское,2016-11-30,20:00,-1,-3,ясно; без осадков,767,70,северный,2
Севастополь,2016-11-30,2:00,-1,1,ясно; без осадков,765,78,северо-восточный,5
Севастополь,2016-11-30,14:00,-1,1,ясно; без осадков,766,57,северный,6
Севастополь,2016-11-30,20:00,-1,-3,ясно; без осадков,767,68,северо-восточный,4
Ялта,2016-12-01,2:00,0,2,малооблачно; без осадков,765,72,южный,2
Ялта,2016-12-01,8:00,2,4,пасмурно; без осадков,764,71,южный,2
Ялта,2016-12-01,14:00,3,5,облачно; без осадков,761,50,юго-западный,3
Ялта,2016-12-01,20:00,2,4,пасмурно; без осадков,760,68,западный,2
Алушта,2016-12-01,2:00,-1,1,ясно; без осадков,763,58,юго-западный,1
Алушта,2016-12-01,8:00,1,3,пасмурно; без осадков,761,70,юго-восточный,2
Алушта,2016-12-01,14:00,3,5,малооблачно; без осадков,758,45,южный,2
Алушта,2016-12-01,20:00,1,3,пасмурно; без осадков,758,60,западный,1
Бахчисарай,2016-12-01,2:00,-6,-8,ясно; без осадков,746,71,северо-восточный,1
Бахчисарай,2016-12-01,8:00,-3,-5,ясно; без осадков,745,54,северо-восточный,2
Бахчисарай,2016-12-01,14:00,0,2,пасмурно; без осадков,742,51,юго-западный,2
Бахчисарай,2016-12-01,20:00,-1,-3,пасмурно; без осадков,741,64,юго-восточный,2
Джанкой,2016-12-01,2:00,-6,-8,ясно; без осадков,766,82,юго-западный,1
Джанкой,2016-12-01,8:00,-4,-6,малооблачно; без осадков,764,66,юго-восточный,3
Джанкой,2016-12-01,14:00,2,4,пасмурно; без осадков,761,44,южный,3
Джанкой,2016-12-01,20:00,-1,-3,пасмурно; без осадков,760,55,юго-восточный,2
Евпатория,2016-12-01,2:00,-1,-3,малооблачно; без осадков,766,70,северо-восточный,1
Евпатория,2016-12-01,8:00,-1,1,облачно; без осадков,764,76,восточный,4
Евпатория,2016-12-01,14:00,3,5,пасмурно; без осадков,761,53,южный,3
Евпатория,2016-12-01,20:00,2,4,пасмурно; без осадков,759,65,южный,2
Саки,2016-12-01,2:00,-4,-6,ясно; без осадков,765,78,восточный,2
Саки,2016-12-01,8:00,-2,-4,малооблачно; без осадков,764,67,восточный,3
Саки,2016-12-01,14:00,2,4,пасмурно; без осадков,761,57,южный,3
Саки,2016-12-01,20:00,0,2,пасмурно; без осадков,759,70,юго-восточный,3
Керчь,2016-12-01,2:00,-1,1,облачно; без осадков,765,67,северо-западный,4
Керчь,2016-12-01,8:00,-1,1,малооблачно; без осадков,764,66,северо-западный,3
Керчь,2016-12-01,14:00,0,2,ясно; без осадков,762,48,западный,1
Керчь,2016-12-01,20:00,0,2,ясно; без осадков,761,65,южный,1
Красноперекопск,2016-12-01,2:00,-4,-6,ясно; без осадков,766,75,южный,2
Красноперекопск,2016-12-01,8:00,-3,-5,малооблачно; без осадков,764,67,юго-восточный,3
Красноперекопск,2016-12-01,14:00,2,4,пасмурно; без осадков,761,53,южный,4
Красноперекопск,2016-12-01,20:00,0,-2,пасмурно; без осадков,760,74,южный,3
Щелкино,2016-12-01,2:00,0,-2,пасмурно; без осадков,763,63,северо-западный,3
Щелкино,2016-12-01,8:00,0,-2,облачно; без осадков,761,67,западный,2
Щелкино,2016-12-01,14:00,-1,1,малооблачно; без осадков,759,50,юго-западный,1
Щелкино,2016-12-01,20:00,-1,1,облачно; без осадков,758,58,юго-восточный,4
Симферополь,2016-12-01,2:00,-6,-8,ясно; без осадков,743,73,восточный,1
Симферополь,2016-12-01,8:00,-3,-5,ясно; без осадков,741,46,восточный,1
Симферополь,2016-12-01,14:00,0,2,облачно; без осадков,739,43,юго-западный,3
Симферополь,2016-12-01,20:00,-1,-3,пасмурно; без осадков,737,58,юго-восточный,2
Судак,2016-12-01,2:00,-2,-4,ясно; без осадков,763,69,северо-западный,4
Судак,2016-12-01,8:00,0,-2,облачно; без осадков,761,50,северный,1
Судак,2016-12-01,14:00,1,3,пасмурно; без осадков,759,75,юго-восточный,3
Судак,2016-12-01,20:00,1,3,пасмурно; без осадков,758,76,южный,2
Феодосия,2016-12-01,2:00,-2,-4,ясно; без осадков,766,74,северо-западный,5
Феодосия,2016-12-01,8:00,-2,-4,ясно; без осадков,764,66,северо-западный,3
Феодосия,2016-12-01,14:00,0,2,пасмурно; без осадков,761,58,юго-восточный,2
Феодосия,2016-12-01,20:00,1,3,пасмурно; без осадков,760,68,южный,2
Армянск,2016-12-01,2:00,-2,-4,ясно; без осадков,765,64,юго-западный,1
Армянск,2016-12-01,8:00,-2,-4,облачно; без осадков,763,73,юго-восточный,4
Армянск,2016-12-01,14:00,1,3,пасмурно; без осадков,760,63,южный,4
Армянск,2016-12-01,20:00,-1,1,пасмурно; без осадков,758,78,южный,4
Черноморское,2016-12-01,2:00,0,-2,пасмурно; без осадков,764,70,южный,1
Черноморское,2016-12-01,8:00,0,2,пасмурно; без осадков,763,68,южный,3
Черноморское,2016-12-01,14:00,3,5,пасмурно; без осадков,760,60,южный,3
Черноморское,2016-12-01,20:00,1,3,пасмурно; без осадков,758,79,южный,3
Севастополь,2016-12-01,2:00,-2,-4,ясно; без осадков,766,69,северный,4
Севастополь,2016-12-01,8:00,-1,-3,ясно; без осадков,764,57,северо-восточный,3
Севастополь,2016-12-01,14:00,3,5,пасмурно; без осадков,761,54,юго-западный,2
Севастополь,2016-12-01,20:00,1,3,пасмурно; без осадков,760,69,юго-восточный,2
Ялта,2016-11-24,2:00,7,9,ясно; без осадков,770,83,северный,1
Ялта,2016-11-24,8:00,6,8,облачно; без осадков,770,86,юго-восточный,1
Ялта,2016-11-24,20:00,6,8,пасмурно; без осадков,768,94,юго-западный,2
Алушта,2016-11-24,2:00,6,8,малооблачно; без осадков,768,76,западный,1
Алушта,2016-11-24,8:00,6,8,малооблачно; без осадков,767,79,юго-западный,1
Алушта,2016-11-24,14:00,8,10,ясно; без осадков,766,77,юго-восточный,1
Алушта,2016-11-24,20:00,5,7,пасмурно; без осадков,766,94,южный,1
Бахчисарай,2016-11-24,2:00,-1,1,малооблачно; без осадков,752,84,восточный,2
Бахчисарай,2016-11-24,8:00,0,2,облачно; без осадков,751,76,юго-восточный,1
Бахчисарай,2016-11-24,14:00,5,7,пасмурно; без осадков,750,79,западный,2
Бахчисарай,2016-11-24,20:00,1,3,пасмурно; без осадков,749,98,юго-восточный,1
Джанкой,2016-11-24,2:00,-1,1,ясно; без осадков,770,91,восточный,1
Джанкой,2016-11-24,8:00,0,-2,облачно; без осадков,770,96,юго-западный,1
Джанкой,2016-11-24,14:00,4,6,ясно; без осадков,769,65,юго-западный,3
Джанкой,2016-11-24,20:00,0,2,пасмурно; без осадков,768,93,северо-западный,1
Евпатория,2016-11-24,2:00,0,2,малооблачно; без осадков,770,94,северный,2
Евпатория,2016-11-24,8:00,0,2,пасмурно; без осадков,770,96,северо-западный,2
Евпатория,2016-11-24,14:00,4,6,пасмурно; без осадков,769,78,западный,3
Евпатория,2016-11-24,20:00,4,6,пасмурно; без осадков,768,82,северный,2
Саки,2016-11-24,2:00,0,-2,малооблачно; без осадков,770,93,северо-восточный,2
Саки,2016-11-24,8:00,-1,1,облачно; без осадков,770,93,северный,1
Саки,2016-11-24,14:00,5,7,пасмурно; без осадков,768,80,северо-западный,2
Саки,2016-11-24,20:00,3,5,пасмурно; без осадков,768,81,северный,2
Керчь,2016-11-24,2:00,1,3,ясно; без осадков,771,85,северо-восточный,2
Керчь,2016-11-24,8:00,2,4,малооблачно; без осадков,770,93,северный,1
Керчь,2016-11-24,14:00,6,8,пасмурно; без осадков,769,82,северо-западный,3
Керчь,2016-11-24,20:00,4,6,пасмурно; без осадков,769,93,северный,2
Красноперекопск,2016-11-24,2:00,-1,1,ясно; без осадков,771,93,северо-восточный,3
Красноперекопск,2016-11-24,8:00,-1,1,малооблачно; без осадков,770,96,северный,1
Красноперекопск,2016-11-24,14:00,2,4,пасмурно; без осадков,769,84,западный,2
Красноперекопск,2016-11-24,20:00,1,3,пасмурно; без осадков,769,88,юго-западный,1
Щелкино,2016-11-24,2:00,1,3,ясно; без осадков,767,86,восточный,2
Щелкино,2016-11-24,8:00,2,4,ясно; без осадков,767,87,юго-западный,2
Щелкино,2016-11-24,14:00,5,7,пасмурно; без осадков,766,85,северо-западный,2
Щелкино,2016-11-24,20:00,4,6,пасмурно; без осадков,766,86,северо-западный,1
Симферополь,2016-11-24,2:00,0,2,облачно; без осадков,748,82,юго-восточный,2
Симферополь,2016-11-24,8:00,1,3,малооблачно; без осадков,747,74,южный,2
Симферополь,2016-11-24,14:00,5,7,пасмурно; без осадков,746,81,юго-западный,2
