Ялта,2014-01-01,1:00,3,5,пасмурно; без осадков,769,85,северо-восточный,5
Судак,2014-12-09,20:00,9,11,ясно; без осадков,757,84,северо-восточный,4
Феодосия,2014-12-09,2:00,5,7,ясно; без осадков,761,97,северо-западный,3
Феодосия,2014-12-09,8:00,6,8,малооблачно; без осадков,760,93,северный,2
Феодосия,2014-12-09,14:00,13,15,ясно; без осадков,759,69,северо-восточный,4
Феодосия,2014-12-09,20:00,8,10,ясно; без осадков,759,79,северо-восточный,4
Армянск,2014-12-09,2:00,3,5,пасмурно; без осадков,761,96,северо-восточный,5
Армянск,2014-12-09,8:00,2,4,ясно; без осадков,761,92,северо-восточный,6
Армянск,2014-12-09,14:00,6,8,ясно; без осадков,759,82,северо-восточный,7
Армянск,2014-12-09,20:00,4,6,ясно; без осадков,759,86,северо-восточный,7
Черноморское,2014-12-09,2:00,4,6,пасмурно; без осадков,761,97,северо-восточный,5
Черноморское,2014-12-09,8:00,3,5,облачно; без осадков,760,95,северо-восточный,6
Черноморское,2014-12-09,14:00,7,9,ясно; без осадков,758,87,северо-восточный,6
Черноморское,2014-12-09,20:00,4,6,ясно; без осадков,758,88,северо-восточный,6
Севастополь,2014-12-09,2:00,3,5,ясно; без осадков,760,93,северо-восточный,1
Севастополь,2014-12-09,8:00,3,5,облачно; без осадков,758,92,северо-восточный,1
Севастополь,2014-12-09,14:00,13,15,ясно; без осадков,756,85,северный,2
Севастополь,2014-12-09,20:00,6,8,ясно; без осадков,756,81,северо-восточный,3
Ялта,2014-12-10,2:00,12,14,облачно; без осадков,758,81,северный,7
Ялта,2014-12-10,8:00,12,14,пасмурно; без осадков,758,78,северо-восточный,6
Ялта,2014-12-10,14:00,12,14,пасмурно; без осадков,758,80,северный,3
Ялта,2014-12-10,20:00,11,13,пасмурно; без осадков,761,93,юго-западный,5
Алушта,2014-12-10,2:00,11,13,облачно; без осадков,756,80,северный,5
Алушта,2014-12-10,8:00,11,13,пасмурно; без осадков,756,77,северо-восточный,2
Алушта,2014-12-10,14:00,12,14,пасмурно; без осадков,756,80,северо-восточный,1
Алушта,2014-12-10,20:00,12,14,облачно; без осадков,758,86,юго-западный,4
Бахчисарай,2014-12-10,2:00,8,10,пасмурно; без осадков,739,83,северо-восточный,2
Бахчисарай,2014-12-10,8:00,7,9,пасмурно; без осадков,739,87,восточный,2
Бахчисарай,2014-12-10,14:00,8,10,пасмурно; без осадков,740,86,юго-восточный,2
Бахчисарай,2014-12-10,20:00,8,10,пасмурно; без осадков,743,95,южный,3
Джанкой,2014-12-10,2:00,5,7,пасмурно; без осадков,760,82,северо-восточный,6
Джанкой,2014-12-10,8:00,4,6,пасмурно; без осадков,760,88,северо-восточный,5
Джанкой,2014-12-10,14:00,4,6,пасмурно; без осадков,760,88,северо-восточный,5
Джанкой,2014-12-10,20:00,3,5,пасмурно; без осадков,761,95,восточный,3
Евпатория,2014-12-10,2:00,8,10,пасмурно; без осадков,758,83,северо-восточный,9
Евпатория,2014-12-10,8:00,6,8,пасмурно; без осадков,758,85,северо-восточный,10
Евпатория,2014-12-10,14:00,6,8,пасмурно; без осадков,758,86,северо-восточный,7
Евпатория,2014-12-10,20:00,9,11,пасмурно; без осадков,761,95,юго-восточный,3
Саки,2014-12-10,2:00,7,9,пасмурно; без осадков,757,82,северо-восточный,6
Саки,2014-12-10,8:00,5,7,пасмурно; без осадков,757,82,северо-восточный,7
Саки,2014-12-10,14:00,6,8,пасмурно; без осадков,758,83,северо-восточный,5
Саки,2014-12-10,20:00,8,10,пасмурно; без осадков,760,94,южный,3
Керчь,2014-12-10,2:00,5,7,пасмурно; без осадков,761,78,северо-восточный,7
Керчь,2014-12-10,8:00,4,6,пасмурно; без осадков,760,84,северо-восточный,6
Керчь,2014-12-10,14:00,7,9,пасмурно; без осадков,761,79,северо-восточный,4
Керчь,2014-12-10,20:00,8,10,ясно; без осадков,761,92,восточный,4
Красноперекопск,2014-12-10,2:00,4,6,пасмурно; без осадков,760,87,северо-восточный,6
Красноперекопск,2014-12-10,8:00,4,6,пасмурно; без осадков,760,92,северо-восточный,6
Красноперекопск,2014-12-10,14:00,4,6,пасмурно; без осадков,760,91,северо-восточный,6
Красноперекопск,2014-12-10,20:00,3,5,пасмурно; без осадков,761,95,северо-восточный,2
Щелкино,2014-12-10,2:00,5,7,пасмурно; без осадков,757,79,северо-восточный,8
Щелкино,2014-12-10,8:00,5,7,пасмурно; без осадков,757,85,северо-восточный,8
Щелкино,2014-12-10,14:00,6,8,пасмурно; без осадков,757,85,северо-восточный,6
Щелкино,2014-12-10,20:00,7,9,ясно; без осадков,758,91,восточный,2
Симферополь,2014-12-10,2:00,10,12,пасмурно; без осадков,736,76,северо-восточный,3
Симферополь,2014-12-10,8:00,9,11,пасмурно; без осадков,736,73,северо-восточный,4
Симферополь,2014-12-10,14:00,11,13,пасмурно; без осадков,737,74,юго-восточный,1
Симферополь,2014-12-10,20:00,9,11,облачно; без осадков,739,91,южный,3
Судак,2014-12-10,2:00,9,11,пасмурно; без осадков,756,81,северный,4
Судак,2014-12-10,8:00,8,10,пасмурно; без осадков,756,77,северный,4
Судак,2014-12-10,14:00,9,11,пасмурно; без осадков,756,81,северный,4
Судак,2014-12-10,20:00,8,10,пасмурно; без осадков,758,90,юго-западный,3
Феодосия,2014-12-10,2:00,7,9,пасмурно; без осадков,759,78,северный,3
Феодосия,2014-12-10,8:00,5,7,пасмурно; без осадков,759,81,северный,3
Феодосия,2014-12-10,14:00,8,10,пасмурно; без осадков,759,81,северный,3
Феодосия,2014-12-10,20:00,7,9,малооблачно; без осадков,761,90,западный,3
Армянск,2014-12-10,2:00,4,6,пасмурно; без осадков,759,87,северо-восточный,8
Армянск,2014-12-10,8:00,4,6,пасмурно; без осадков,759,92,северо-восточный,8
Армянск,2014-12-10,14:00,4,6,пасмурно; без осадков,759,90,северо-восточный,8
Армянск,2014-12-10,20:00,3,5,пасмурно; без осадков,760,93,северо-восточный,4
Черноморское,2014-12-10,2:00,5,7,пасмурно; без осадков,758,88,северо-восточный,6
Черноморское,2014-12-10,8:00,5,7,пасмурно; без осадков,757,85,северо-восточный,7
Черноморское,2014-12-10,14:00,4,6,пасмурно; без осадков,758,91,северо-восточный,3
Черноморское,2014-12-10,20:00,2,4,пасмурно; без осадков,759,94,северо-восточный,2
Севастополь,2014-12-10,2:00,9,11,пасмурно; без осадков,757,79,северо-восточный,4
Севастополь,2014-12-10,8:00,9,11,пасмурно; без осадков,757,82,восточный,4
Севастополь,2014-12-10,14:00,9,11,пасмурно; без осадков,758,88,западный,1
Севастополь,2014-12-10,20:00,9,11,пасмурно; без осадков,761,96,южный,5
Ялта,2014-12-11,2:00,8,10,пасмурно; без осадков,763,91,юго-западный,8
Ялта,2014-12-11,8:00,7,9,пасмурно; без осадков,764,90,западный,6
Ялта,2014-12-11,14:00,9,11,ясно; без осадков,764,82,юго-западный,5
Ялта,2014-12-11,20:00,8,10,пасмурно; без осадков,765,91,юго-западный,4
Алушта,2014-12-11,2:00,8,10,облачно; без осадков,761,87,западный,4
Алушта,2014-12-11,8:00,7,9,облачно; без осадков,761,86,западный,3
Алушта,2014-12-11,14:00,9,11,ясно; без осадков,762,77,юго-западный,2
Алушта,2014-12-11,20:00,8,10,пасмурно; без осадков,763,84,южный,4
Бахчисарай,2014-12-11,2:00,5,7,пасмурно; без осадков,745,97,юго-западный,5
Бахчисарай,2014-12-11,8:00,4,6,пасмурно; без осадков,746,94,юго-западный,4
Бахчисарай,2014-12-11,14:00,6,8,пасмурно; без осадков,746,85,юго-западный,3
Бахчисарай,2014-12-11,20:00,4,6,пасмурно; без осадков,746,87,юго-восточный,2
Джанкой,2014-12-11,2:00,7,9,пасмурно; без осадков,761,95,южный,6
Джанкой,2014-12-11,8:00,5,7,пасмурно; без осадков,763,93,юго-западный,5
Джанкой,2014-12-11,14:00,6,8,пасмурно; без осадков,764,84,юго-западный,5
Джанкой,2014-12-11,20:00,4,6,облачно; без осадков,764,92,южный,2
Евпатория,2014-12-11,2:00,9,11,пасмурно; дождь,763,90,юго-западный,10
Евпатория,2014-12-11,8:00,7,9,пасмурно; без осадков,764,81,юго-западный,9
Евпатория,2014-12-11,14:00,7,9,пасмурно; без осадков,765,79,юго-западный,8
Евпатория,2014-12-11,20:00,8,10,пасмурно; без осадков,764,77,южный,6
Саки,2014-12-11,2:00,8,10,пасмурно; без осадков,762,93,юго-западный,7
Саки,2014-12-11,8:00,6,8,пасмурно; без осадков,764,84,юго-западный,6
Саки,2014-12-11,14:00,7,9,пасмурно; без осадков,764,76,юго-западный,6
Саки,2014-12-11,20:00,6,8,пасмурно; без осадков,764,84,южный,3
Керчь,2014-12-11,2:00,8,10,пасмурно; без осадков,763,97,южный,6
Керчь,2014-12-11,8:00,8,10,пасмурно; без осадков,764,95,юго-западный,2
Керчь,2014-12-11,14:00,8,10,пасмурно; без осадков,765,84,юго-западный,2
Керчь,2014-12-11,20:00,8,10,пасмурно; без осадков,766,85,южный,5
Красноперекопск,2014-12-11,2:00,6,8,пасмурно; без осадков,761,98,южный,4
Красноперекопск,2014-12-11,8:00,5,7,пасмурно; без осадков,763,94,юго-западный,5
Красноперекопск,2014-12-11,14:00,5,7,пасмурно; без осадков,764,86,юго-западный,5
Красноперекопск,2014-12-11,20:00,4,6,пасмурно; без осадков,764,91,южный,3
Щелкино,2014-12-11,2:00,7,9,облачно; без осадков,760,96,юго-западный,3
Щелкино,2014-12-11,8:00,6,8,облачно; без осадков,761,87,юго-западный,5
Щелкино,2014-12-11,14:00,7,9,пасмурно; без осадков,762,78,юго-западный,3
Щелкино,2014-12-11,20:00,6,8,пасмурно; без осадков,763,88,южный,3
Симферополь,2014-12-11,2:00,5,7,пасмурно; без осадков,741,98,южный,7
Симферополь,2014-12-11,8:00,4,6,пасмурно; без осадков,742,95,юго-западный,5
Симферополь,2014-12-11,14:00,6,8,пасмурно; без осадков,743,83,юго-западный,5
Симферополь,2014-12-11,20:00,4,6,пасмурно; без осадков,743,85,южный,2
Судак,2014-12-11,2:00,8,10,облачно; без осадков,761,92,южный,6
Судак,2014-12-11,8:00,6,8,малооблачно; без осадков,761,90,юго-западный,3
Судак,2014-12-11,14:00,9,11,малооблачно; без осадков,762,80,южный,4
Судак,2014-12-11,20:00,7,9,облачно; без осадков,763,89,южный,5
Феодосия,2014-12-11,2:00,8,10,облачно; без осадков,762,93,юго-западный,5
Феодосия,2014-12-11,8:00,5,7,пасмурно; без осадков,764,93,юго-западный,2
Феодосия,2014-12-11,14:00,10,12,облачно; без осадков,764,75,южный,3
Феодосия,2014-12-11,20:00,8,10,облачно; без осадков,765,84,южный,6
Армянск,2014-12-11,2:00,5,7,пасмурно; без осадков,761,98,южный,2
Армянск,2014-12-11,8:00,5,7,пасмурно; без осадков,762,93,юго-западный,5
Армянск,2014-12-11,14:00,5,7,пасмурно; без осадков,763,85,юго-западный,7
Армянск,2014-12-11,20:00,5,7,пасмурно; без осадков,764,89,южный,5
Черноморское,2014-12-11,2:00,6,8,пасмурно; дождь,761,95,юго-западный,4
Черноморское,2014-12-11,8:00,4,6,пасмурно; без осадков,763,88,юго-западный,5
Черноморское,2014-12-11,14:00,6,8,пасмурно; без осадков,764,84,юго-западный,5
Черноморское,2014-12-11,20:00,6,8,пасмурно; без осадков,764,86,южный,4
Севастополь,2014-12-11,2:00,7,9,пасмурно; без осадков,764,89,юго-западный,6
Севастополь,2014-12-11,8:00,6,8,пасмурно; без осадков,765,85,юго-западный,5
Севастополь,2014-12-11,14:00,7,9,пасмурно; без осадков,765,81,юго-западный,4
Севастополь,2014-12-11,20:00,5,7,пасмурно; без осадков,765,87,юго-восточный,4
Ялта,2014-12-12,2:00,9,11,облачно; без осадков,764,91,северный,1
Ялта,2014-12-12,8:00,10,12,ясно; без осадков,761,89,северный,4
Ялта,2014-12-12,14:00,11,13,пасмурно; без осадков,761,89,северный,3
Ялта,2014-12-12,20:00,10,12,пасмурно; без осадков,762,86,северо-западный,5
Алушта,2014-12-12,2:00,8,10,пасмурно; без осадков,761,90,северо-восточный,1
Алушта,2014-12-12,8:00,9,11,ясно; без осадков,760,91,северный,2
Алушта,2014-12-12,14:00,11,13,пасмурно; без осадков,758,88,северо-восточный,2
Алушта,2014-12-12,20:00,9,11,пасмурно; без осадков,760,89,северо-западный,5
Бахчисарай,2014-12-12,2:00,4,6,пасмурно; без осадков,744,88,восточный,2
Бахчисарай,2014-12-12,8:00,3,5,ясно; без осадков,743,94,северо-восточный,2
Бахчисарай,2014-12-12,14:00,7,9,облачно; без осадков,743,93,северный,3
Бахчисарай,2014-12-12,20:00,5,7,пасмурно; без осадков,745,98,северный,3
Джанкой,2014-12-12,2:00,2,4,пасмурно; без осадков,764,94,юго-восточный,2
Джанкой,2014-12-12,8:00,3,5,пасмурно; без осадков,762,94,северо-восточный,2
Джанкой,2014-12-12,14:00,7,9,пасмурно; без осадков,761,92,северо-восточный,2
Джанкой,2014-12-12,20:00,3,5,пасмурно; без осадков,764,96,северо-западный,3
Евпатория,2014-12-12,2:00,9,11,пасмурно; без осадков,763,89,южный,2
Евпатория,2014-12-12,8:00,6,8,пасмурно; без осадков,762,90,северо-восточный,5
Евпатория,2014-12-12,14:00,8,10,пасмурно; без осадков,761,90,северный,4
Евпатория,2014-12-12,20:00,4,6,пасмурно; без осадков,764,94,северный,7
Саки,2014-12-12,2:00,5,7,пасмурно; без осадков,763,91,северо-восточный,1
Саки,2014-12-12,8:00,5,7,пасмурно; без осадков,761,88,северо-восточный,3
Саки,2014-12-12,14:00,8,10,облачно; без осадков,761,88,северный,3
Саки,2014-12-12,20:00,4,6,пасмурно; без осадков,764,95,северный,4
Керчь,2014-12-12,2:00,9,11,облачно; без осадков,765,90,южный,3
Керчь,2014-12-12,8:00,7,9,облачно; без осадков,764,98,восточный,3
Керчь,2014-12-12,14:00,8,10,пасмурно; без осадков,761,87,северо-восточный,3
Керчь,2014-12-12,20:00,5,7,пасмурно; без осадков,763,98,северо-западный,5
Красноперекопск,2014-12-12,2:00,3,5,пасмурно; без осадков,764,93,юго-восточный,2
Красноперекопск,2014-12-12,8:00,2,4,пасмурно; без осадков,762,94,восточный,2
Красноперекопск,2014-12-12,14:00,6,8,пасмурно; без осадков,762,96,северный,1
Красноперекопск,2014-12-12,20:00,1,3,облачно; без осадков,764,95,северо-западный,3
Щелкино,2014-12-12,2:00,7,9,облачно; без осадков,761,90,южный,4
Щелкино,2014-12-12,8:00,5,7,малооблачно; без осадков,760,97,восточный,3
Щелкино,2014-12-12,14:00,7,9,облачно; без осадков,759,90,северный,4
Щелкино,2014-12-12,20:00,4,6,пасмурно; без осадков,760,98,северо-западный,6
Симферополь,2014-12-12,2:00,5,7,пасмурно; без осадков,741,86,восточный,2
Симферополь,2014-12-12,8:00,5,7,малооблачно; без осадков,740,91,восточный,2
Симферополь,2014-12-12,14:00,7,9,пасмурно; без осадков,740,95,северный,3
Симферополь,2014-12-12,20:00,4,6,пасмурно; без осадков,742,99,северный,3
Судак,2014-12-12,2:00,7,9,пасмурно; без осадков,762,94,западный,1
Судак,2014-12-12,8:00,9,11,ясно; без осадков,760,90,северный,2
Судак,2014-12-12,14:00,11,13,пасмурно; без осадков,758,85,северо-восточный,3
Судак,2014-12-12,20:00,8,10,пасмурно; без осадков,760,91,северо-западный,7
Феодосия,2014-12-12,2:00,8,10,облачно; без осадков,764,90,южный,3
Феодосия,2014-12-12,8:00,8,10,ясно; без осадков,762,96,восточный,2
Феодосия,2014-12-12,14:00,11,13,пасмурно; без осадков,761,83,северный,3
Феодосия,2014-12-12,20:00,6,8,пасмурно; без осадков,763,97,северо-западный,7
Армянск,2014-12-12,2:00,5,7,пасмурно; без осадков,763,92,южный,3
Армянск,2014-12-12,8:00,3,5,пасмурно; без осадков,761,95,юго-восточный,2
Армянск,2014-12-12,14:00,6,8,пасмурно; без осадков,761,96,северо-западный,1
Армянск,2014-12-12,20:00,1,3,малооблачно; без осадков,764,92,северо-западный,4
Черноморское,2014-12-12,2:00,7,9,пасмурно; без осадков,762,91,южный,2
Черноморское,2014-12-12,8:00,4,6,облачно; без осадков,761,98,восточный,1
Черноморское,2014-12-12,14:00,6,8,пасмурно; без осадков,761,96,северо-западный,5
Черноморское,2014-12-12,20:00,2,4,ясно; без осадков,764,92,северный,3
Севастополь,2014-12-12,2:00,8,10,пасмурно; без осадков,763,87,юго-восточный,3
Севастополь,2014-12-12,8:00,5,7,малооблачно; без осадков,761,89,северный,2
Севастополь,2014-12-12,14:00,9,11,облачно; без осадков,761,89,северный,5
Севастополь,2014-12-12,20:00,6,8,пасмурно; без осадков,764,97,северный,5
Ялта,2014-12-13,2:00,9,11,ясно; без осадков,764,74,западный,5
Ялта,2014-12-13,8:00,8,10,ясно; без осадков,767,71,северо-западный,1
Ялта,2014-12-13,14:00,8,10,ясно; без осадков,768,73,северо-восточный,2
Ялта,2014-12-13,20:00,8,10,ясно; без осадков,769,88,западный,1
Алушта,2014-12-13,2:00,6,8,ясно; без осадков,762,80,северо-западный,5
Алушта,2014-12-13,8:00,5,7,ясно; без осадков,766,70,северо-западный,2
Алушта,2014-12-13,14:00,7,9,ясно; без осадков,766,69,юго-восточный,1
Алушта,2014-12-13,20:00,6,8,ясно; без осадков,767,83,северо-западный,1
Бахчисарай,2014-12-13,2:00,2,4,облачно; без осадков,747,94,северный,3
Бахчисарай,2014-12-13,8:00,-1,1,ясно; без осадков,749,79,северо-восточный,2
Бахчисарай,2014-12-13,14:00,7,9,ясно; без осадков,749,68,юго-западный,2
Бахчисарай,2014-12-13,20:00,2,4,ясно; без осадков,751,89,восточный,1
Джанкой,2014-12-13,2:00,0,-2,ясно; без осадков,766,97,западный,2
Джанкой,2014-12-13,8:00,-1,1,облачно; без осадков,769,96,западный,1
Джанкой,2014-12-13,14:00,3,5,ясно; без осадков,769,77,восточный,2
Джанкой,2014-12-13,20:00,-2,-4,ясно; без осадков,770,95,юго-восточный,2
Евпатория,2014-12-13,2:00,1,3,пасмурно; без осадков,767,95,северный,5
Евпатория,2014-12-13,8:00,0,2,пасмурно; без осадков,769,97,северо-восточный,5
Евпатория,2014-12-13,14:00,4,6,ясно; без осадков,769,73,северо-восточный,3
Евпатория,2014-12-13,20:00,5,7,ясно; без осадков,770,81,северный,1
Саки,2014-12-13,2:00,0,2,облачно; без осадков,766,95,северо-восточный,3
Саки,2014-12-13,8:00,-1,1,пасмурно; без осадков,768,94,северо-восточный,3
Саки,2014-12-13,14:00,5,7,ясно; без осадков,768,64,северо-восточный,3
Саки,2014-12-13,20:00,3,5,ясно; без осадков,769,73,восточный,1
Керчь,2014-12-13,2:00,3,5,облачно; без осадков,765,94,северо-западный,6
Керчь,2014-12-13,8:00,1,3,малооблачно; без осадков,769,93,северо-западный,4
Керчь,2014-12-13,14:00,2,4,пасмурно; без осадков,770,87,северный,4
Керчь,2014-12-13,20:00,0,-2,ясно; без осадков,770,87,северный,2
Красноперекопск,2014-12-13,2:00,0,-2,малооблачно; без осадков,767,95,северо-западный,2
Красноперекопск,2014-12-13,8:00,-1,1,облачно; без осадков,769,92,северо-восточный,1
Красноперекопск,2014-12-13,14:00,3,5,пасмурно; без осадков,769,81,юго-восточный,2
Красноперекопск,2014-12-13,20:00,-2,-4,ясно; без осадков,770,92,юго-восточный,3
Щелкино,2014-12-13,2:00,2,4,малооблачно; без осадков,763,91,северо-западный,6
Щелкино,2014-12-13,8:00,1,3,пасмурно; без осадков,766,93,северо-западный,4
Щелкино,2014-12-13,14:00,0,2,пасмурно; без осадков,767,89,северо-восточный,3
Щелкино,2014-12-13,20:00,-1,1,ясно; без осадков,767,86,северный,2
Симферополь,2014-12-13,2:00,1,3,пасмурно; без осадков,744,96,северо-восточный,3
Симферополь,2014-12-13,8:00,0,2,ясно; без осадков,746,80,северо-восточный,3
Симферополь,2014-12-13,14:00,8,10,ясно; без осадков,746,49,юго-западный,1
Симферополь,2014-12-13,20:00,0,2,ясно; без осадков,747,93,южный,2
Судак,2014-12-13,2:00,4,6,облачно; без осадков,762,85,северо-западный,8
Судак,2014-12-13,8:00,3,5,малооблачно; без осадков,766,78,северо-западный,6
Судак,2014-12-13,14:00,6,8,ясно; без осадков,766,56,северный,3
Судак,2014-12-13,20:00,2,4,ясно; без осадков,767,67,северо-западный,2
Феодосия,2014-12-13,2:00,2,4,пасмурно; без осадков,765,93,северо-западный,7
Феодосия,2014-12-13,8:00,1,3,пасмурно; без осадков,769,93,северо-западный,6
Феодосия,2014-12-13,14:00,3,5,ясно; без осадков,769,78,северо-западный,4
Феодосия,2014-12-13,20:00,-1,1,ясно; без осадков,770,87,северо-западный,3
Армянск,2014-12-13,2:00,-1,1,облачно; без осадков,766,96,северо-западный,3
Армянск,2014-12-13,8:00,-1,1,облачно; без осадков,768,93,северо-восточный,1
Армянск,2014-12-13,14:00,2,4,пасмурно; без осадков,768,86,юго-восточный,2
Армянск,2014-12-13,20:00,0,2,ясно; без осадков,769,91,юго-восточный,2
Черноморское,2014-12-13,2:00,1,3,пасмурно; без осадков,766,97,северный,2
Черноморское,2014-12-13,8:00,0,2,пасмурно; без осадков,768,98,северо-восточный,2
Черноморское,2014-12-13,14:00,3,5,ясно; без осадков,768,79,юго-восточный,1
Черноморское,2014-12-13,20:00,0,2,ясно; без осадков,769,90,юго-восточный,3
Севастополь,2014-12-13,2:00,3,5,пасмурно; без осадков,766,94,северный,6
Севастополь,2014-12-13,8:00,2,4,ясно; без осадков,768,81,северный,3
Севастополь,2014-12-13,14:00,8,10,малооблачно; без осадков,768,72,юго-западный,2
Севастополь,2014-12-13,20:00,3,5,ясно; без осадков,770,85,юго-восточный,1
Ялта,2014-12-14,2:00,8,10,ясно; без осадков,769,76,северо-западный,1
Ялта,2014-12-14,8:00,9,11,ясно; без осадков,769,65,северо-западный,1
Ялта,2014-12-14,14:00,10,12,ясно; без осадков,768,70,северо-западный,1
Ялта,2014-12-14,20:00,8,10,ясно; без осадков,769,88,северо-восточный,1
Алушта,2014-12-14,2:00,6,8,ясно; без осадков,767,64,северо-западный,1
Алушта,2014-12-14,8:00,8,10,ясно; без осадков,767,40,северо-западный,1
Алушта,2014-12-14,14:00,10,12,ясно; без осадков,766,61,южный,1
Алушта,2014-12-14,20:00,8,10,ясно; без осадков,767,73,западный,1
Бахчисарай,2014-12-14,2:00,0,-2,ясно; без осадков,751,84,восточный,1
Бахчисарай,2014-12-14,8:00,-1,1,ясно; без осадков,751,60,юго-восточный,1
Бахчисарай,2014-12-14,14:00,7,9,ясно; без осадков,750,76,северо-западный,1
Бахчисарай,2014-12-14,20:00,0,-2,ясно; без осадков,750,96,восточный,2
Джанкой,2014-12-14,2:00,-3,-5,ясно; без осадков,770,94,юго-восточный,2
Джанкой,2014-12-14,8:00,-2,-4,малооблачно; без осадков,770,96,юго-восточный,2
Джанкой,2014-12-14,14:00,4,6,пасмурно; без осадков,770,91,западный,1
Джанкой,2014-12-14,20:00,0,2,малооблачно; без осадков,770,98,восточный,2
Евпатория,2014-12-14,2:00,6,8,облачно; без осадков,770,95,юго-восточный,3
Евпатория,2014-12-14,8:00,5,7,малооблачно; без осадков,770,95,юго-восточный,1
Евпатория,2014-12-14,14:00,7,9,малооблачно; без осадков,770,81,юго-западный,1
Евпатория,2014-12-14,20:00,5,7,облачно; без осадков,770,97,восточный,5
Саки,2014-12-14,2:00,0,-2,ясно; без осадков,769,95,восточный,2
Саки,2014-12-14,8:00,0,-2,ясно; без осадков,769,83,восточный,1
Саки,2014-12-14,14:00,7,9,облачно; без осадков,769,78,северо-западный,1
Саки,2014-12-14,20:00,1,3,ясно; без осадков,769,96,восточный,3
Керчь,2014-12-14,2:00,0,2,ясно; без осадков,770,89,северный,3
Керчь,2014-12-14,8:00,0,2,ясно; без осадков,770,88,северо-восточный,2
Керчь,2014-12-14,14:00,5,7,ясно; без осадков,770,76,северо-восточный,3
Керчь,2014-12-14,20:00,1,3,ясно; без осадков,770,89,северо-восточный,2
Красноперекопск,2014-12-14,2:00,-3,-5,ясно; без осадков,770,89,юго-восточный,3
Красноперекопск,2014-12-14,8:00,-1,-3,пасмурно; без осадков,770,96,юго-восточный,2
Красноперекопск,2014-12-14,14:00,6,8,пасмурно; без осадков,770,87,южный,2
Красноперекопск,2014-12-14,20:00,0,2,облачно; без осадков,770,98,юго-восточный,3
Щелкино,2014-12-14,2:00,-1,1,ясно; без осадков,767,90,северо-восточный,3
Щелкино,2014-12-14,8:00,0,2,ясно; без осадков,767,90,восточный,3
Щелкино,2014-12-14,14:00,4,6,ясно; без осадков,767,83,северный,3
Щелкино,2014-12-14,20:00,0,2,ясно; без осадков,767,91,северо-восточный,3
Симферополь,2014-12-14,2:00,-1,1,ясно; без осадков,747,83,восточный,1
Симферополь,2014-12-14,8:00,-1,1,ясно; без осадков,747,51,юго-восточный,2
Симферополь,2014-12-14,14:00,7,9,ясно; без осадков,747,69,северо-западный,1
Симферополь,2014-12-14,20:00,0,2,ясно; без осадков,747,93,восточный,2
Судак,2014-12-14,2:00,3,5,ясно; без осадков,767,83,северо-западный,3
Судак,2014-12-14,8:00,6,8,ясно; без осадков,767,43,северный,2
Судак,2014-12-14,14:00,9,11,ясно; без осадков,767,45,северный,2
Судак,2014-12-14,20:00,4,6,ясно; без осадков,767,81,северный,4
Феодосия,2014-12-14,2:00,0,2,ясно; без осадков,770,88,северный,3
Феодосия,2014-12-14,8:00,2,4,ясно; без осадков,770,69,северный,1
Феодосия,2014-12-14,14:00,6,8,ясно; без осадков,769,62,северо-западный,4
Феодосия,2014-12-14,20:00,1,3,ясно; без осадков,770,92,северо-западный,3
Армянск,2014-12-14,2:00,-1,1,ясно; без осадков,769,91,юго-восточный,3
Армянск,2014-12-14,8:00,0,2,пасмурно; без осадков,769,98,юго-восточный,2
Армянск,2014-12-14,14:00,5,7,пасмурно; без осадков,769,91,южный,2
Армянск,2014-12-14,20:00,2,4,облачно; без осадков,769,98,юго-восточный,4
Черноморское,2014-12-14,2:00,1,3,ясно; без осадков,769,93,южный,3
Черноморское,2014-12-14,8:00,3,5,облачно; без осадков,769,94,южный,2
Черноморское,2014-12-14,14:00,8,10,малооблачно; без осадков,768,74,южный,3
Черноморское,2014-12-14,20:00,3,5,ясно; без осадков,768,95,юго-восточный,2
Севастополь,2014-12-14,2:00,1,3,ясно; без осадков,770,89,северо-восточный,2
Севастополь,2014-12-14,8:00,2,4,ясно; без осадков,770,76,юго-восточный,2
Севастополь,2014-12-14,14:00,8,10,облачно; без осадков,769,79,северо-западный,2
Севастополь,2014-12-14,20:00,2,4,ясно; без осадков,769,93,северо-восточный,3
Ялта,2014-12-15,2:00,8,10,ясно; без осадков,769,83,северо-западный,1
Ялта,2014-12-15,8:00,8,10,ясно; без осадков,769,72,северо-западный,1
Ялта,2014-12-15,14:00,8,10,облачно; без осадков,768,91,восточный,2
Ялта,2014-12-15,20:00,7,9,пасмурно; без осадков,769,98,юго-восточный,1
Алушта,2014-12-15,2:00,7,9,ясно; без осадков,767,66,юго-восточный,1
Алушта,2014-12-15,8:00,7,9,ясно; без осадков,767,68,северо-западный,1
Алушта,2014-12-15,14:00,7,9,облачно; без осадков,767,88,юго-восточный,2
Алушта,2014-12-15,20:00,6,8,пасмурно; без осадков,767,93,юго-восточный,1
Бахчисарай,2014-12-15,2:00,4,6,ясно; без осадков,751,57,восточный,1
Бахчисарай,2014-12-15,8:00,1,3,ясно; без осадков,750,70,восточный,1
Бахчисарай,2014-12-15,14:00,7,9,ясно; без осадков,750,68,западный,1
Бахчисарай,2014-12-15,20:00,-1,1,ясно; без осадков,751,93,восточный,1
Джанкой,2014-12-15,2:00,-1,-3,пасмурно; без осадков,770,99,северо-восточный,1
