Ялта,2013-01-01,1:00,5,7,ясно; без осадков,761,83,северо-восточный,1
Евпатория,2013-12-07,13:00,5,7,пасмурно; без осадков,753,61,западный,8
Евпатория,2013-12-07,19:00,4,6,облачно; без осадков,755,69,западный,7
Саки,2013-12-07,1:00,6,8,ясно; без осадков,753,78,западный,4
Саки,2013-12-07,7:00,5,7,пасмурно; без осадков,753,71,юго-западный,6
Саки,2013-12-07,13:00,5,7,пасмурно; без осадков,752,61,западный,7
Саки,2013-12-07,19:00,3,5,облачно; без осадков,755,73,западный,5
Керчь,2013-12-07,1:00,5,7,облачно; без осадков,754,79,юго-западный,10
Керчь,2013-12-07,7:00,2,4,пасмурно; без осадков,755,79,западный,4
Керчь,2013-12-07,13:00,3,5,пасмурно; без осадков,754,78,юго-западный,6
Керчь,2013-12-07,19:00,3,5,пасмурно; без осадков,755,65,западный,8
Красноперекопск,2013-12-07,1:00,2,4,ясно; без осадков,754,87,западный,4
Красноперекопск,2013-12-07,7:00,0,2,облачно; без осадков,755,79,юго-западный,3
Красноперекопск,2013-12-07,13:00,4,6,малооблачно; без осадков,754,61,западный,5
Красноперекопск,2013-12-07,19:00,1,3,малооблачно; без осадков,756,65,западный,5
Щелкино,2013-12-07,1:00,3,5,пасмурно; без осадков,751,84,юго-западный,7
Щелкино,2013-12-07,7:00,1,3,облачно; без осадков,752,81,западный,4
Щелкино,2013-12-07,13:00,2,4,пасмурно; без осадков,751,73,западный,6
Щелкино,2013-12-07,19:00,2,4,облачно; без осадков,752,67,западный,8
Симферополь,2013-12-07,1:00,2,4,малооблачно; без осадков,732,88,юго-западный,2
Симферополь,2013-12-07,7:00,1,3,пасмурно; без осадков,733,82,южный,4
Симферополь,2013-12-07,13:00,2,4,пасмурно; без осадков,732,61,юго-западный,6
Симферополь,2013-12-07,19:00,0,-2,пасмурно; без осадков,734,81,юго-западный,3
Судак,2013-12-07,1:00,7,9,облачно; без осадков,752,87,западный,4
Судак,2013-12-07,7:00,3,5,пасмурно; без осадков,753,85,юго-западный,2
Судак,2013-12-07,13:00,5,7,пасмурно; без осадков,752,69,юго-западный,5
Судак,2013-12-07,19:00,2,4,пасмурно; без осадков,754,77,западный,4
Феодосия,2013-12-07,1:00,7,9,облачно; без осадков,754,87,юго-западный,5
Феодосия,2013-12-07,7:00,3,5,пасмурно; без осадков,755,87,западный,2
Феодосия,2013-12-07,13:00,5,7,пасмурно; без осадков,754,70,западный,5
Феодосия,2013-12-07,19:00,3,5,пасмурно; без осадков,755,73,западный,4
Армянск,2013-12-07,1:00,1,3,ясно; без осадков,753,85,западный,4
Армянск,2013-12-07,7:00,-1,1,облачно; без осадков,753,76,юго-западный,4
Армянск,2013-12-07,13:00,2,4,малооблачно; без осадков,753,60,западный,5
Армянск,2013-12-07,19:00,1,3,малооблачно; без осадков,755,64,западный,6
Черноморское,2013-12-07,1:00,5,7,ясно; без осадков,754,65,западный,7
Черноморское,2013-12-07,7:00,5,7,облачно; без осадков,754,57,юго-западный,10
Черноморское,2013-12-07,13:00,4,6,малооблачно; без осадков,754,61,западный,9
Черноморское,2013-12-07,19:00,3,5,пасмурно; без осадков,756,62,западный,11
Севастополь,2013-12-07,1:00,7,9,малооблачно; без осадков,755,71,западный,6
Севастополь,2013-12-07,7:00,6,8,пасмурно; без осадков,755,67,юго-западный,8
Севастополь,2013-12-07,13:00,5,7,пасмурно; без осадков,755,62,западный,9
Севастополь,2013-12-07,19:00,4,6,облачно; без осадков,757,75,западный,7
Ялта,2013-12-08,1:00,4,6,малооблачно; без осадков,758,84,западный,6
Ялта,2013-12-08,7:00,3,5,облачно; без осадков,760,83,западный,5
Ялта,2013-12-08,13:00,2,4,пасмурно; без осадков,761,69,западный,6
Ялта,2013-12-08,19:00,1,3,облачно; без осадков,763,75,западный,6
Алушта,2013-12-08,1:00,1,3,ясно; без осадков,757,83,западный,5
Алушта,2013-12-08,7:00,1,3,облачно; без осадков,758,83,западный,4
Алушта,2013-12-08,13:00,2,4,пасмурно; без осадков,759,67,западный,5
Алушта,2013-12-08,19:00,0,2,малооблачно; без осадков,761,74,западный,5
Бахчисарай,2013-12-08,1:00,-1,1,малооблачно; без осадков,740,85,западный,4
Бахчисарай,2013-12-08,7:00,0,-2,облачно; без осадков,741,85,западный,4
Бахчисарай,2013-12-08,13:00,0,-2,пасмурно; без осадков,742,73,западный,5
Бахчисарай,2013-12-08,19:00,-2,-4,малооблачно; без осадков,745,79,западный,5
Джанкой,2013-12-08,1:00,0,2,ясно; без осадков,758,76,западный,5
Джанкой,2013-12-08,7:00,-1,1,малооблачно; без осадков,759,77,западный,4
Джанкой,2013-12-08,13:00,1,3,малооблачно; без осадков,761,63,западный,5
Джанкой,2013-12-08,19:00,0,-2,облачно; без осадков,764,79,западный,5
Евпатория,2013-12-08,1:00,3,5,малооблачно; без осадков,758,77,западный,8
Евпатория,2013-12-08,7:00,2,4,облачно; дождь,759,80,западный,7
Евпатория,2013-12-08,13:00,1,3,облачно; снег,761,73,северо-западный,8
Евпатория,2013-12-08,19:00,0,2,малооблачно; снег,764,78,северо-западный,7
Саки,2013-12-08,1:00,2,4,малооблачно; без осадков,757,80,западный,5
Саки,2013-12-08,7:00,1,3,облачно; без осадков,758,83,западный,5
Саки,2013-12-08,13:00,1,3,облачно; снег,760,73,западный,6
Саки,2013-12-08,19:00,-1,1,малооблачно; снег,763,79,северо-западный,5
Керчь,2013-12-08,1:00,1,3,ясно; без осадков,758,67,западный,8
Керчь,2013-12-08,7:00,0,2,ясно; без осадков,759,73,западный,8
Керчь,2013-12-08,13:00,0,2,облачно; без осадков,760,69,западный,7
Керчь,2013-12-08,19:00,0,-2,облачно; без осадков,763,71,западный,9
Красноперекопск,2013-12-08,1:00,0,2,ясно; без осадков,758,72,западный,5
Красноперекопск,2013-12-08,7:00,-1,1,облачно; без осадков,760,72,западный,5
Красноперекопск,2013-12-08,13:00,2,4,ясно; без осадков,761,57,западный,6
Красноперекопск,2013-12-08,19:00,-1,1,пасмурно; без осадков,764,75,западный,5
Щелкино,2013-12-08,1:00,0,2,ясно; без осадков,755,70,западный,8
Щелкино,2013-12-08,7:00,-1,1,ясно; без осадков,756,75,западный,7
Щелкино,2013-12-08,13:00,0,2,малооблачно; без осадков,757,67,западный,7
Щелкино,2013-12-08,19:00,-1,-3,малооблачно; без осадков,760,72,западный,8
Симферополь,2013-12-08,1:00,-1,-3,малооблачно; без осадков,736,86,юго-западный,2
Симферополь,2013-12-08,7:00,-1,-3,малооблачно; без осадков,737,88,юго-западный,2
Симферополь,2013-12-08,13:00,-1,-3,пасмурно; без осадков,738,72,западный,3
Симферополь,2013-12-08,19:00,-3,-5,малооблачно; без осадков,741,79,западный,3
Судак,2013-12-08,1:00,1,3,ясно; без осадков,756,80,западный,4
Судак,2013-12-08,7:00,1,3,малооблачно; без осадков,757,82,западный,4
Судак,2013-12-08,13:00,2,4,пасмурно; без осадков,758,63,западный,4
Судак,2013-12-08,19:00,-1,1,малооблачно; без осадков,761,74,западный,4
Феодосия,2013-12-08,1:00,2,4,ясно; без осадков,758,77,западный,4
Феодосия,2013-12-08,7:00,1,3,малооблачно; без осадков,760,80,западный,4
Феодосия,2013-12-08,13:00,2,4,облачно; без осадков,760,63,западный,5
Феодосия,2013-12-08,19:00,0,2,малооблачно; без осадков,764,75,западный,5
Армянск,2013-12-08,1:00,-1,1,ясно; без осадков,757,71,западный,6
Армянск,2013-12-08,7:00,-1,1,облачно; без осадков,758,71,западный,6
Армянск,2013-12-08,13:00,0,2,малооблачно; без осадков,760,57,западный,6
Армянск,2013-12-08,19:00,0,-2,пасмурно; без осадков,764,73,западный,6
Черноморское,2013-12-08,1:00,2,4,малооблачно; без осадков,758,70,западный,11
Черноморское,2013-12-08,7:00,1,3,малооблачно; без осадков,759,72,западный,11
Черноморское,2013-12-08,13:00,1,3,малооблачно; без осадков,761,69,северо-западный,11
Черноморское,2013-12-08,19:00,1,3,облачно; снег,764,72,северо-западный,11
Севастополь,2013-12-08,1:00,3,5,малооблачно; без осадков,759,80,западный,7
Севастополь,2013-12-08,7:00,2,4,облачно; дождь,761,81,западный,8
Севастополь,2013-12-08,13:00,3,5,облачно; дождь,761,75,западный,8
Севастополь,2013-12-08,19:00,2,4,облачно; дождь,764,80,северо-западный,8
Ялта,2013-12-09,1:00,0,2,ясно; без осадков,766,73,северо-западный,6
Ялта,2013-12-09,7:00,0,2,малооблачно; без осадков,767,76,западный,4
Ялта,2013-12-09,13:00,4,6,облачно; без осадков,764,56,юго-западный,8
Ялта,2013-12-09,19:00,5,7,пасмурно; без осадков,758,76,юго-западный,10
Алушта,2013-12-09,1:00,-1,1,ясно; без осадков,764,75,западный,5
Алушта,2013-12-09,7:00,-1,1,малооблачно; без осадков,764,77,западный,3
Алушта,2013-12-09,13:00,4,6,облачно; без осадков,761,55,юго-западный,7
Алушта,2013-12-09,19:00,5,7,пасмурно; без осадков,756,76,юго-западный,8
Бахчисарай,2013-12-09,1:00,-3,-5,ясно; без осадков,748,75,западный,4
Бахчисарай,2013-12-09,7:00,-3,-5,малооблачно; без осадков,748,78,юго-западный,3
Бахчисарай,2013-12-09,13:00,1,3,облачно; без осадков,746,54,юго-западный,8
Бахчисарай,2013-12-09,19:00,2,4,пасмурно; без осадков,740,82,юго-западный,9
Джанкой,2013-12-09,1:00,-1,-3,ясно; без осадков,767,76,западный,5
Джанкой,2013-12-09,7:00,-2,-4,малооблачно; без осадков,767,79,западный,3
Джанкой,2013-12-09,13:00,2,4,пасмурно; без осадков,763,54,юго-западный,7
Джанкой,2013-12-09,19:00,4,6,пасмурно; без осадков,757,79,юго-западный,7
Евпатория,2013-12-09,1:00,-1,1,малооблачно; без осадков,767,72,северо-западный,6
Евпатория,2013-12-09,7:00,-1,1,облачно; без осадков,766,74,западный,5
Евпатория,2013-12-09,13:00,4,6,пасмурно; без осадков,763,55,юго-западный,10
Евпатория,2013-12-09,19:00,6,8,пасмурно; без осадков,757,81,юго-западный,11
Саки,2013-12-09,1:00,0,-2,малооблачно; без осадков,766,74,северо-западный,5
Саки,2013-12-09,7:00,0,-2,облачно; без осадков,766,77,юго-западный,4
Саки,2013-12-09,13:00,3,5,пасмурно; без осадков,762,54,юго-западный,9
Саки,2013-12-09,19:00,5,7,пасмурно; без осадков,756,83,юго-западный,9
Керчь,2013-12-09,1:00,-1,-3,ясно; без осадков,765,80,северо-западный,9
Керчь,2013-12-09,7:00,-1,-3,малооблачно; без осадков,767,79,западный,8
Керчь,2013-12-09,13:00,-1,1,облачно; без осадков,764,61,юго-западный,8
Керчь,2013-12-09,19:00,3,5,пасмурно; без осадков,759,63,юго-западный,12
Красноперекопск,2013-12-09,1:00,0,-2,ясно; без осадков,767,73,западный,5
Красноперекопск,2013-12-09,7:00,-1,-3,малооблачно; без осадков,767,77,западный,3
Красноперекопск,2013-12-09,13:00,3,5,пасмурно; без осадков,762,52,юго-западный,8
Красноперекопск,2013-12-09,19:00,4,6,пасмурно; без осадков,756,80,юго-западный,8
Щелкино,2013-12-09,1:00,-2,-4,ясно; без осадков,763,80,западный,9
Щелкино,2013-12-09,7:00,-2,-4,ясно; без осадков,764,79,западный,7
Щелкино,2013-12-09,13:00,-1,1,пасмурно; без осадков,761,59,юго-западный,7
Щелкино,2013-12-09,19:00,3,5,пасмурно; без осадков,755,64,юго-западный,10
Симферополь,2013-12-09,1:00,-4,-6,ясно; без осадков,744,79,западный,3
Симферополь,2013-12-09,7:00,-5,-7,малооблачно; без осадков,744,82,южный,2
Симферополь,2013-12-09,13:00,0,2,облачно; без осадков,742,52,юго-западный,7
Симферополь,2013-12-09,19:00,1,3,пасмурно; без осадков,737,84,юго-западный,7
Судак,2013-12-09,1:00,0,-2,ясно; без осадков,764,78,западный,5
Судак,2013-12-09,7:00,0,-2,ясно; без осадков,764,79,западный,3
Судак,2013-12-09,13:00,4,6,пасмурно; без осадков,762,56,юго-западный,5
Судак,2013-12-09,19:00,4,6,пасмурно; без осадков,756,69,юго-западный,6
Феодосия,2013-12-09,1:00,-1,1,ясно; без осадков,766,81,западный,6
Феодосия,2013-12-09,7:00,0,-2,ясно; без осадков,767,81,западный,4
Феодосия,2013-12-09,13:00,4,6,пасмурно; без осадков,764,56,юго-западный,5
Феодосия,2013-12-09,19:00,4,6,пасмурно; без осадков,758,66,юго-западный,7
Армянск,2013-12-09,1:00,-1,-3,ясно; без осадков,766,73,западный,5
Армянск,2013-12-09,7:00,-1,-3,малооблачно; без осадков,766,76,западный,4
Армянск,2013-12-09,13:00,2,4,пасмурно; без осадков,761,54,юго-западный,9
Армянск,2013-12-09,19:00,3,5,пасмурно; без осадков,755,80,юго-западный,8
Черноморское,2013-12-09,1:00,1,3,малооблачно; без осадков,767,69,северо-западный,9
Черноморское,2013-12-09,7:00,1,3,малооблачно; без осадков,766,68,западный,8
Черноморское,2013-12-09,13:00,5,7,пасмурно; без осадков,762,60,юго-западный,13
Черноморское,2013-12-09,19:00,5,7,пасмурно; без осадков,756,80,юго-западный,13
Севастополь,2013-12-09,1:00,2,4,малооблачно; без осадков,767,73,северо-западный,7
Севастополь,2013-12-09,7:00,2,4,малооблачно; без осадков,767,74,западный,6
Севастополь,2013-12-09,13:00,5,7,пасмурно; без осадков,764,56,юго-западный,10
Севастополь,2013-12-09,19:00,6,8,пасмурно; без осадков,759,79,юго-западный,11
Ялта,2013-12-10,1:00,5,7,пасмурно; дождь,753,90,западный,10
Ялта,2013-12-10,7:00,-1,1,пасмурно; без осадков,757,84,северо-западный,11
Ялта,2013-12-10,13:00,0,-2,облачно; без осадков,764,68,северо-западный,9
Ялта,2013-12-10,19:00,-1,-3,пасмурно; без осадков,767,66,северный,7
Алушта,2013-12-10,1:00,5,7,пасмурно; дождь,752,92,западный,8
Алушта,2013-12-10,7:00,0,2,пасмурно; без осадков,755,85,северо-западный,10
Алушта,2013-12-10,13:00,-1,-3,облачно; без осадков,762,68,северо-западный,9
Алушта,2013-12-10,19:00,-2,-4,пасмурно; без осадков,767,67,северо-западный,8
Бахчисарай,2013-12-10,1:00,2,4,пасмурно; дождь,736,93,западный,8
Бахчисарай,2013-12-10,7:00,-2,-4,пасмурно; без осадков,740,83,северо-западный,10
Бахчисарай,2013-12-10,13:00,-3,-5,облачно; без осадков,746,67,северо-западный,8
Бахчисарай,2013-12-10,19:00,-4,-6,пасмурно; без осадков,749,65,северный,7
Джанкой,2013-12-10,1:00,3,5,пасмурно; дождь,753,93,западный,7
Джанкой,2013-12-10,7:00,0,-2,пасмурно; без осадков,759,80,северо-западный,11
Джанкой,2013-12-10,13:00,-2,-4,пасмурно; без осадков,766,65,северо-западный,9
Джанкой,2013-12-10,19:00,-2,-4,пасмурно; без осадков,769,66,северо-западный,9
Евпатория,2013-12-10,1:00,4,6,облачно; дождь,753,91,западный,11
Евпатория,2013-12-10,7:00,-1,1,пасмурно; без осадков,759,78,северо-западный,13
Евпатория,2013-12-10,13:00,0,-2,пасмурно; без осадков,765,72,северо-западный,10
Евпатория,2013-12-10,19:00,0,-2,пасмурно; без осадков,768,73,северный,10
Саки,2013-12-10,1:00,4,6,облачно; дождь,753,93,западный,9
Саки,2013-12-10,7:00,-1,1,пасмурно; без осадков,758,80,северо-западный,11
Саки,2013-12-10,13:00,-1,-3,пасмурно; без осадков,764,69,северо-западный,9
Саки,2013-12-10,19:00,-1,-3,пасмурно; без осадков,767,69,северный,9
Керчь,2013-12-10,1:00,3,5,пасмурно; дождь,753,87,юго-западный,10
Керчь,2013-12-10,7:00,-1,1,облачно; без осадков,754,92,северо-западный,12
Керчь,2013-12-10,13:00,-1,-3,пасмурно; без осадков,762,83,северо-западный,13
Керчь,2013-12-10,19:00,-2,-4,пасмурно; без осадков,767,81,северо-западный,11
Красноперекопск,2013-12-10,1:00,2,4,пасмурно; дождь,753,91,западный,8
Красноперекопск,2013-12-10,7:00,0,-2,пасмурно; без осадков,760,74,северо-западный,11
Красноперекопск,2013-12-10,13:00,-3,-5,пасмурно; без осадков,767,63,северо-западный,9
Красноперекопск,2013-12-10,19:00,-3,-5,пасмурно; без осадков,771,62,северо-западный,9
Щелкино,2013-12-10,1:00,2,4,пасмурно; дождь,750,89,юго-западный,9
Щелкино,2013-12-10,7:00,0,-2,пасмурно; без осадков,752,91,северо-западный,13
Щелкино,2013-12-10,13:00,-2,-4,пасмурно; без осадков,761,80,северо-западный,12
Щелкино,2013-12-10,19:00,-3,-5,пасмурно; без осадков,764,78,северо-западный,11
Симферополь,2013-12-10,1:00,0,2,пасмурно; дождь,732,97,западный,5
Симферополь,2013-12-10,7:00,-3,-5,пасмурно; без осадков,737,84,северо-западный,8
Симферополь,2013-12-10,13:00,-5,-7,пасмурно; без осадков,743,65,северо-западный,7
Симферополь,2013-12-10,19:00,-5,-7,пасмурно; без осадков,745,62,северный,7
Судак,2013-12-10,1:00,4,6,пасмурно; дождь,751,94,западный,5
Судак,2013-12-10,7:00,-1,1,пасмурно; без осадков,754,89,северо-западный,11
Судак,2013-12-10,13:00,-1,-3,пасмурно; без осадков,761,70,северо-западный,9
Судак,2013-12-10,19:00,-2,-4,пасмурно; без осадков,765,69,северо-западный,9
Феодосия,2013-12-10,1:00,5,7,пасмурно; дождь,753,91,западный,6
Феодосия,2013-12-10,7:00,-1,1,пасмурно; без осадков,755,92,северо-западный,10
Феодосия,2013-12-10,13:00,-1,-3,пасмурно; без осадков,764,73,северо-западный,10
Феодосия,2013-12-10,19:00,-1,-3,пасмурно; без осадков,767,72,северо-западный,9
Армянск,2013-12-10,1:00,1,3,пасмурно; дождь,752,91,западный,8
Армянск,2013-12-10,7:00,-1,-3,пасмурно; без осадков,760,74,северо-западный,11
Армянск,2013-12-10,13:00,-4,-6,пасмурно; без осадков,766,63,северо-западный,9
Армянск,2013-12-10,19:00,-4,-6,пасмурно; без осадков,769,64,северо-западный,9
Черноморское,2013-12-10,1:00,3,5,облачно; дождь,754,86,западный,14
Черноморское,2013-12-10,7:00,-1,1,пасмурно; без осадков,761,77,северо-западный,16
Черноморское,2013-12-10,13:00,-1,-3,пасмурно; без осадков,767,76,северо-западный,12
Черноморское,2013-12-10,19:00,-1,-3,пасмурно; без осадков,770,78,северный,12
Севастополь,2013-12-10,1:00,5,7,облачно; дождь,755,89,западный,12
Севастополь,2013-12-10,7:00,0,2,пасмурно; без осадков,759,80,северо-западный,13
Севастополь,2013-12-10,13:00,-1,-3,облачно; без осадков,766,72,северо-западный,10
Севастополь,2013-12-10,19:00,0,-2,пасмурно; без осадков,769,73,северный,9
Ялта,2013-12-11,1:00,-1,-3,пасмурно; без осадков,770,68,северный,6
Ялта,2013-12-11,7:00,-1,-3,облачно; без осадков,771,67,северный,5
Ялта,2013-12-11,13:00,-1,-3,ясно; без осадков,771,56,северный,3
Ялта,2013-12-11,19:00,-1,-3,ясно; без осадков,773,53,северо-западный,4
Алушта,2013-12-11,1:00,-3,-5,пасмурно; без осадков,769,71,северный,7
Алушта,2013-12-11,7:00,-3,-5,облачно; без осадков,770,71,северный,5
Алушта,2013-12-11,13:00,-1,-3,ясно; без осадков,770,58,северо-западный,5
Алушта,2013-12-11,19:00,-2,-4,ясно; без осадков,770,58,северо-западный,4
Бахчисарай,2013-12-11,1:00,-5,-7,пасмурно; без осадков,751,68,северный,7
Бахчисарай,2013-12-11,7:00,-5,-7,облачно; без осадков,752,68,северный,5
Бахчисарай,2013-12-11,13:00,-5,-7,ясно; без осадков,753,56,северный,3
Бахчисарай,2013-12-11,19:00,-6,-8,ясно; без осадков,755,57,северо-западный,2
Джанкой,2013-12-11,1:00,-4,-6,пасмурно; без осадков,771,70,северо-западный,7
Джанкой,2013-12-11,7:00,-5,-7,облачно; без осадков,773,70,северо-западный,6
Джанкой,2013-12-11,13:00,-3,-5,ясно; без осадков,773,55,северо-западный,6
Джанкой,2013-12-11,19:00,-6,-8,ясно; без осадков,774,66,северо-западный,4
Евпатория,2013-12-11,1:00,-1,-3,пасмурно; без осадков,770,76,северный,9
Евпатория,2013-12-11,7:00,-2,-4,облачно; без осадков,772,76,северный,8
Евпатория,2013-12-11,13:00,-2,-4,ясно; без осадков,773,61,северный,5
Евпатория,2013-12-11,19:00,-3,-5,ясно; без осадков,774,63,северный,3
Саки,2013-12-11,1:00,-2,-4,пасмурно; без осадков,770,73,северный,8
Саки,2013-12-11,7:00,-3,-5,облачно; без осадков,771,73,северный,6
Саки,2013-12-11,13:00,-3,-5,ясно; без осадков,772,59,северный,4
Саки,2013-12-11,19:00,-4,-6,ясно; без осадков,773,63,северо-западный,2
Керчь,2013-12-11,1:00,-3,-5,пасмурно; без осадков,770,82,северо-западный,10
Керчь,2013-12-11,7:00,-4,-6,пасмурно; без осадков,771,77,северо-западный,10
Керчь,2013-12-11,13:00,-4,-6,пасмурно; без осадков,770,73,северо-западный,10
Керчь,2013-12-11,19:00,-3,-5,малооблачно; без осадков,773,73,северный,10
Красноперекопск,2013-12-11,1:00,-5,-7,пасмурно; без осадков,773,68,северный,7
Красноперекопск,2013-12-11,7:00,-6,-8,ясно; без осадков,775,69,северо-западный,6
Красноперекопск,2013-12-11,13:00,-2,-4,ясно; без осадков,773,51,северо-западный,5
Красноперекопск,2013-12-11,19:00,-5,-7,ясно; без осадков,773,64,северо-западный,3
Щелкино,2013-12-11,1:00,-5,-7,пасмурно; без осадков,767,79,северо-западный,10
Щелкино,2013-12-11,7:00,-5,-7,пасмурно; без осадков,769,77,северо-западный,10
Щелкино,2013-12-11,13:00,-5,-7,облачно; без осадков,768,69,северо-западный,9
Щелкино,2013-12-11,19:00,-4,-6,ясно; без осадков,770,71,северо-западный,8
Симферополь,2013-12-11,1:00,-7,-9,пасмурно; без осадков,748,68,северный,6
Симферополь,2013-12-11,7:00,-7,-9,пасмурно; без осадков,749,68,северный,4
Симферополь,2013-12-11,13:00,-6,-8,ясно; без осадков,749,55,северо-западный,3
Симферополь,2013-12-11,19:00,-9,-11,ясно; без осадков,752,61,западный,1
Судак,2013-12-11,1:00,-3,-5,пасмурно; без осадков,767,76,северо-западный,8
Судак,2013-12-11,7:00,-4,-6,пасмурно; без осадков,769,75,северо-западный,7
Судак,2013-12-11,13:00,-3,-5,ясно; без осадков,769,61,северо-западный,7
Судак,2013-12-11,19:00,-6,-8,ясно; без осадков,771,64,северо-западный,5
Феодосия,2013-12-11,1:00,-2,-4,пасмурно; без осадков,770,77,северо-западный,8
Феодосия,2013-12-11,7:00,-3,-5,пасмурно; без осадков,771,74,северо-западный,8
Феодосия,2013-12-11,13:00,-3,-5,малооблачно; без осадков,771,63,северо-западный,8
Феодосия,2013-12-11,19:00,-5,-7,ясно; без осадков,773,67,северо-западный,6
Армянск,2013-12-11,1:00,-6,-8,облачно; без осадков,772,69,северо-западный,7
Армянск,2013-12-11,7:00,-7,-9,ясно; без осадков,773,69,северо-западный,6
Армянск,2013-12-11,13:00,-3,-5,ясно; без осадков,773,51,северо-западный,5
Армянск,2013-12-11,19:00,-5,-7,ясно; без осадков,774,63,северо-западный,3
Черноморское,2013-12-11,1:00,-2,-4,пасмурно; без осадков,772,80,северный,11
Черноморское,2013-12-11,7:00,-3,-5,малооблачно; без осадков,773,80,северный,10
Черноморское,2013-12-11,13:00,-2,-4,ясно; без осадков,773,64,северный,7
Черноморское,2013-12-11,19:00,-2,-4,малооблачно; без осадков,774,61,северный,5
Севастополь,2013-12-11,1:00,-1,-3,пасмурно; без осадков,771,75,северный,9
Севастополь,2013-12-11,7:00,-2,-4,облачно; без осадков,773,75,северный,7
Севастополь,2013-12-11,13:00,-1,-3,ясно; без осадков,773,62,северный,5
Севастополь,2013-12-11,19:00,-2,-4,ясно; без осадков,775,58,северный,5
Ялта,2013-12-12,1:00,-2,-4,ясно; без осадков,772,52,северный,2
Ялта,2013-12-12,7:00,-1,-3,ясно; без осадков,770,45,северный,3
Ялта,2013-12-12,13:00,2,4,ясно; без осадков,769,51,северный,5
Ялта,2013-12-12,19:00,1,3,ясно; без осадков,767,62,северо-восточный,4
Алушта,2013-12-12,1:00,-2,-4,ясно; без осадков,769,60,северный,2
Алушта,2013-12-12,7:00,-2,-4,ясно; без осадков,768,51,северный,3
Алушта,2013-12-12,13:00,-1,1,ясно; без осадков,767,52,северный,5
Алушта,2013-12-12,19:00,-1,-3,ясно; без осадков,766,67,северный,4
Бахчисарай,2013-12-12,1:00,-7,-9,ясно; без осадков,755,58,северо-восточный,1
Бахчисарай,2013-12-12,7:00,-5,-7,ясно; без осадков,754,48,северный,2
Бахчисарай,2013-12-12,13:00,-3,-5,ясно; без осадков,752,50,северный,4
Бахчисарай,2013-12-12,19:00,-8,-10,ясно; без осадков,751,64,северо-восточный,3
Джанкой,2013-12-12,1:00,-7,-9,ясно; без осадков,774,70,северо-западный,2
Джанкой,2013-12-12,7:00,-7,-9,ясно; без осадков,773,69,северо-западный,2
Джанкой,2013-12-12,13:00,-2,-4,ясно; без осадков,771,54,северный,3
Джанкой,2013-12-12,19:00,-5,-7,малооблачно; без осадков,770,68,северный,3
Евпатория,2013-12-12,1:00,-3,-5,ясно; без осадков,773,65,северный,2
Евпатория,2013-12-12,7:00,-3,-5,ясно; без осадков,772,61,северо-восточный,3
Евпатория,2013-12-12,13:00,0,-2,ясно; без осадков,770,55,северный,5
Евпатория,2013-12-12,19:00,-3,-5,облачно; без осадков,768,65,северо-восточный,4
Саки,2013-12-12,1:00,-5,-7,ясно; без осадков,773,65,северо-восточный,1
Саки,2013-12-12,7:00,-4,-6,ясно; без осадков,771,58,северо-восточный,2
Саки,2013-12-12,13:00,0,-2,ясно; без осадков,769,53,северный,5
Саки,2013-12-12,19:00,-5,-7,малооблачно; без осадков,767,66,северо-восточный,3
Керчь,2013-12-12,1:00,-3,-5,малооблачно; без осадков,772,73,северный,7
Керчь,2013-12-12,7:00,-3,-5,малооблачно; без осадков,772,76,северный,7
Керчь,2013-12-12,13:00,-2,-4,малооблачно; без осадков,770,75,северный,8
Керчь,2013-12-12,19:00,-3,-5,пасмурно; без осадков,769,81,северный,8
Красноперекопск,2013-12-12,1:00,-6,-8,ясно; без осадков,773,69,северо-западный,2
Красноперекопск,2013-12-12,7:00,-6,-8,ясно; без осадков,772,74,северный,2
Красноперекопск,2013-12-12,13:00,0,-2,ясно; без осадков,771,54,северный,2
Красноперекопск,2013-12-12,19:00,-3,-5,пасмурно; без осадков,770,68,северный,2
Щелкино,2013-12-12,1:00,-4,-6,ясно; без осадков,770,72,северо-западный,6
Щелкино,2013-12-12,7:00,-4,-6,ясно; без осадков,769,71,северный,6
Щелкино,2013-12-12,13:00,-2,-4,ясно; без осадков,767,65,северный,7
Щелкино,2013-12-12,19:00,-3,-5,пасмурно; без осадков,766,78,северный,7
Симферополь,2013-12-12,1:00,-9,-11,ясно; без осадков,752,64,южный,1
Симферополь,2013-12-12,7:00,-8,-10,ясно; без осадков,750,50,северо-восточный,1
Симферополь,2013-12-12,13:00,-4,-6,ясно; без осадков,749,49,северный,4
Симферополь,2013-12-12,19:00,-10,-12,ясно; без осадков,747,67,северо-восточный,2
Судак,2013-12-12,1:00,-6,-8,ясно; без осадков,771,70,северо-западный,3
Судак,2013-12-12,7:00,-6,-8,ясно; без осадков,770,61,северо-западный,4
Судак,2013-12-12,13:00,-1,-3,ясно; без осадков,768,55,северный,6
Судак,2013-12-12,19:00,-5,-7,ясно; без осадков,767,73,северо-западный,4
Феодосия,2013-12-12,1:00,-6,-8,ясно; без осадков,773,71,северо-западный,4
Феодосия,2013-12-12,7:00,-5,-7,ясно; без осадков,773,66,северо-западный,4
Феодосия,2013-12-12,13:00,-2,-4,ясно; без осадков,770,58,северо-западный,6
Феодосия,2013-12-12,19:00,-5,-7,малооблачно; без осадков,769,76,северный,4
