Ялта,2015-01-06,2:00,1,3,ясно; без осадков,757,75,северо-западный,5
Армянск,2015-12-20,14:00,4,6,пасмурно; без осадков,768,89,юго-западный,4
Армянск,2015-12-20,20:00,4,6,пасмурно; без осадков,769,93,юго-западный,4
Черноморское,2015-12-20,2:00,6,8,пасмурно; без осадков,769,91,западный,3
Черноморское,2015-12-20,8:00,6,8,пасмурно; без осадков,769,93,западный,4
Черноморское,2015-12-20,14:00,6,8,пасмурно; без осадков,770,84,северо-западный,4
Черноморское,2015-12-20,20:00,7,9,облачно; без осадков,770,92,западный,4
Севастополь,2015-12-20,2:00,7,9,пасмурно; без осадков,770,86,юго-западный,3
Севастополь,2015-12-20,8:00,7,9,пасмурно; без осадков,770,90,западный,3
Севастополь,2015-12-20,14:00,8,10,пасмурно; без осадков,770,82,северо-западный,4
Севастополь,2015-12-20,20:00,5,7,пасмурно; без осадков,771,88,северо-западный,2
Ялта,2015-12-23,2:00,4,6,облачно; без осадков,769,91,северо-западный,2
Ялта,2015-12-23,8:00,3,5,ясно; без осадков,771,90,северо-западный,2
Ялта,2015-12-23,14:00,11,13,ясно; без осадков,770,65,западный,2
Ялта,2015-12-23,20:00,8,10,пасмурно; без осадков,770,67,северо-западный,2
Алушта,2015-12-23,2:00,6,8,малооблачно; без осадков,767,90,западный,2
Алушта,2015-12-23,8:00,4,6,малооблачно; без осадков,768,89,западный,2
Алушта,2015-12-23,14:00,10,12,ясно; без осадков,767,66,западный,2
Алушта,2015-12-23,20:00,8,10,пасмурно; без осадков,768,68,западный,2
Бахчисарай,2015-12-23,2:00,3,5,ясно; без осадков,751,94,западный,2
Бахчисарай,2015-12-23,8:00,3,5,ясно; без осадков,752,89,южный,1
Бахчисарай,2015-12-23,14:00,8,10,ясно; без осадков,752,71,юго-западный,3
Бахчисарай,2015-12-23,20:00,6,8,пасмурно; без осадков,752,71,южный,2
Джанкой,2015-12-23,2:00,5,7,ясно; без осадков,768,75,западный,5
Джанкой,2015-12-23,8:00,3,5,ясно; без осадков,770,85,юго-западный,3
Джанкой,2015-12-23,14:00,9,11,ясно; без осадков,769,60,западный,5
Джанкой,2015-12-23,20:00,8,10,пасмурно; без осадков,770,66,юго-западный,4
Евпатория,2015-12-23,2:00,8,10,ясно; без осадков,770,78,западный,6
Евпатория,2015-12-23,8:00,7,9,ясно; без осадков,770,80,западный,4
Евпатория,2015-12-23,14:00,9,11,малооблачно; без осадков,770,76,юго-западный,5
Евпатория,2015-12-23,20:00,9,11,пасмурно; без осадков,770,87,юго-западный,5
Саки,2015-12-23,2:00,6,8,ясно; без осадков,769,80,западный,4
Саки,2015-12-23,8:00,4,6,ясно; без осадков,770,89,западный,2
Саки,2015-12-23,14:00,9,11,малооблачно; без осадков,770,68,юго-западный,4
Саки,2015-12-23,20:00,8,10,пасмурно; без осадков,770,90,южный,4
Керчь,2015-12-23,2:00,5,7,ясно; без осадков,767,83,западный,7
Керчь,2015-12-23,8:00,5,7,ясно; без осадков,769,83,западный,6
Керчь,2015-12-23,14:00,6,8,ясно; без осадков,770,74,западный,4
Керчь,2015-12-23,20:00,6,8,пасмурно; без осадков,770,80,юго-западный,3
Красноперекопск,2015-12-23,2:00,5,7,ясно; без осадков,768,76,западный,6
Красноперекопск,2015-12-23,8:00,4,6,ясно; без осадков,770,84,западный,4
Красноперекопск,2015-12-23,14:00,7,9,ясно; без осадков,770,71,юго-западный,5
Красноперекопск,2015-12-23,20:00,7,9,пасмурно; без осадков,770,84,юго-западный,4
Щелкино,2015-12-23,2:00,5,7,ясно; без осадков,765,80,западный,8
Щелкино,2015-12-23,8:00,5,7,ясно; без осадков,767,83,западный,7
Щелкино,2015-12-23,14:00,6,8,ясно; без осадков,767,76,западный,4
Щелкино,2015-12-23,20:00,6,8,пасмурно; без осадков,767,78,юго-западный,5
Симферополь,2015-12-23,2:00,4,6,ясно; без осадков,747,92,юго-западный,3
Симферополь,2015-12-23,8:00,2,4,ясно; без осадков,749,93,южный,2
Симферополь,2015-12-23,14:00,8,10,ясно; без осадков,748,71,юго-западный,4
Симферополь,2015-12-23,20:00,7,9,пасмурно; без осадков,749,65,южный,4
Судак,2015-12-23,2:00,7,9,ясно; без осадков,766,78,западный,4
Судак,2015-12-23,8:00,6,8,ясно; без осадков,767,76,западный,3
Судак,2015-12-23,14:00,10,12,ясно; без осадков,767,63,юго-западный,2
Судак,2015-12-23,20:00,8,10,пасмурно; без осадков,767,74,юго-западный,1
Феодосия,2015-12-23,2:00,6,8,ясно; без осадков,768,78,западный,5
Феодосия,2015-12-23,8:00,6,8,ясно; без осадков,770,76,западный,5
Феодосия,2015-12-23,14:00,10,12,ясно; без осадков,770,60,западный,3
Феодосия,2015-12-23,20:00,8,10,пасмурно; без осадков,770,65,юго-западный,2
Армянск,2015-12-23,2:00,5,7,ясно; без осадков,767,75,западный,7
Армянск,2015-12-23,8:00,4,6,ясно; без осадков,769,82,западный,4
Армянск,2015-12-23,14:00,6,8,малооблачно; без осадков,769,76,юго-западный,5
Армянск,2015-12-23,20:00,6,8,пасмурно; без осадков,769,86,юго-западный,5
Черноморское,2015-12-23,2:00,8,10,ясно; без осадков,769,75,западный,6
Черноморское,2015-12-23,8:00,6,8,малооблачно; без осадков,770,82,западный,4
Черноморское,2015-12-23,14:00,9,11,малооблачно; без осадков,770,76,юго-западный,3
Черноморское,2015-12-23,20:00,9,11,пасмурно; без осадков,770,83,юго-западный,4
Севастополь,2015-12-23,2:00,8,10,ясно; без осадков,770,85,северо-западный,5
Севастополь,2015-12-23,8:00,5,7,малооблачно; без осадков,771,83,северо-западный,3
Севастополь,2015-12-23,14:00,10,12,облачно; без осадков,770,72,западный,2
Севастополь,2015-12-23,20:00,8,10,пасмурно; без осадков,771,90,южный,1
Ялта,2015-12-21,2:00,6,8,малооблачно; без осадков,771,89,северо-западный,2
Ялта,2015-12-21,8:00,6,8,малооблачно; без осадков,771,83,северо-западный,1
Ялта,2015-12-21,14:00,13,15,ясно; без осадков,770,69,северо-западный,2
Ялта,2015-12-21,20:00,6,8,ясно; без осадков,770,74,северо-западный,1
Алушта,2015-12-21,2:00,6,8,малооблачно; без осадков,769,88,западный,2
Алушта,2015-12-21,8:00,6,8,малооблачно; без осадков,769,90,западный,1
Алушта,2015-12-21,14:00,12,14,ясно; без осадков,767,72,западный,1
Алушта,2015-12-21,20:00,6,8,ясно; без осадков,768,78,западный,1
Бахчисарай,2015-12-21,2:00,5,7,пасмурно; без осадков,752,93,юго-восточный,2
Бахчисарай,2015-12-21,8:00,5,7,пасмурно; без осадков,752,94,южный,2
Бахчисарай,2015-12-21,14:00,8,10,облачно; без осадков,752,78,юго-западный,2
Бахчисарай,2015-12-21,20:00,4,6,ясно; без осадков,752,90,южный,2
Джанкой,2015-12-21,2:00,5,7,пасмурно; без осадков,770,95,юго-западный,3
Джанкой,2015-12-21,8:00,4,6,малооблачно; без осадков,770,96,юго-западный,3
Джанкой,2015-12-21,14:00,11,13,ясно; без осадков,769,68,юго-западный,5
Джанкой,2015-12-21,20:00,6,8,ясно; без осадков,770,95,юго-западный,4
Евпатория,2015-12-21,2:00,8,10,облачно; без осадков,771,91,западный,3
Евпатория,2015-12-21,8:00,7,9,облачно; без осадков,771,87,западный,4
Евпатория,2015-12-21,14:00,8,10,ясно; без осадков,770,91,юго-западный,4
Евпатория,2015-12-21,20:00,8,10,малооблачно; без осадков,770,93,южный,5
Саки,2015-12-21,2:00,6,8,малооблачно; без осадков,770,95,юго-западный,2
Саки,2015-12-21,8:00,6,8,пасмурно; без осадков,770,92,юго-западный,2
Саки,2015-12-21,14:00,9,11,малооблачно; без осадков,770,83,юго-западный,4
Саки,2015-12-21,20:00,7,9,малооблачно; без осадков,770,96,южный,4
Керчь,2015-12-21,2:00,4,6,пасмурно; без осадков,770,92,западный,4
Керчь,2015-12-21,8:00,4,6,пасмурно; без осадков,771,94,западный,3
Керчь,2015-12-21,14:00,5,7,малооблачно; без осадков,770,89,западный,3
Керчь,2015-12-21,20:00,5,7,ясно; без осадков,770,91,юго-западный,3
Красноперекопск,2015-12-21,2:00,4,6,пасмурно; без осадков,770,95,западный,3
Красноперекопск,2015-12-21,8:00,4,6,малооблачно; без осадков,770,96,юго-западный,3
Красноперекопск,2015-12-21,14:00,8,10,ясно; без осадков,770,79,юго-западный,5
Красноперекопск,2015-12-21,20:00,5,7,ясно; без осадков,770,94,южный,4
Щелкино,2015-12-21,2:00,5,7,пасмурно; без осадков,767,92,западный,5
Щелкино,2015-12-21,8:00,5,7,пасмурно; без осадков,768,94,западный,4
Щелкино,2015-12-21,14:00,6,8,ясно; без осадков,767,88,западный,3
Щелкино,2015-12-21,20:00,6,8,ясно; без осадков,767,88,юго-западный,5
Симферополь,2015-12-21,2:00,5,7,пасмурно; без осадков,749,95,южный,4
Симферополь,2015-12-21,8:00,5,7,пасмурно; без осадков,749,95,южный,3
Симферополь,2015-12-21,14:00,8,10,ясно; без осадков,749,76,южный,4
Симферополь,2015-12-21,20:00,5,7,ясно; без осадков,749,78,южный,3
Судак,2015-12-21,2:00,6,8,малооблачно; без осадков,768,84,западный,2
Судак,2015-12-21,8:00,7,9,малооблачно; без осадков,768,86,западный,1
Судак,2015-12-21,14:00,10,12,ясно; без осадков,767,81,южный,1
Судак,2015-12-21,20:00,9,11,ясно; без осадков,767,82,северо-западный,1
Феодосия,2015-12-21,2:00,6,8,малооблачно; без осадков,770,85,западный,2
Феодосия,2015-12-21,8:00,8,10,облачно; без осадков,770,83,северо-западный,1
Феодосия,2015-12-21,14:00,11,13,ясно; без осадков,770,73,южный,2
Феодосия,2015-12-21,20:00,6,8,ясно; без осадков,770,96,южный,2
Армянск,2015-12-21,2:00,4,6,пасмурно; без осадков,770,94,западный,3
Армянск,2015-12-21,8:00,4,6,ясно; без осадков,770,95,юго-западный,3
Армянск,2015-12-21,14:00,6,8,ясно; без осадков,769,86,юго-западный,6
Армянск,2015-12-21,20:00,5,7,ясно; без осадков,768,95,юго-западный,5
Черноморское,2015-12-21,2:00,6,8,малооблачно; без осадков,770,92,западный,3
Черноморское,2015-12-21,8:00,6,8,пасмурно; без осадков,770,92,западный,3
Черноморское,2015-12-21,14:00,8,10,ясно; без осадков,770,86,юго-западный,3
Черноморское,2015-12-21,20:00,7,9,ясно; без осадков,769,95,южный,4
Севастополь,2015-12-21,2:00,7,9,пасмурно; без осадков,772,89,западный,2
Севастополь,2015-12-21,8:00,7,9,пасмурно; без осадков,771,91,западный,1
Севастополь,2015-12-21,14:00,9,11,пасмурно; без осадков,771,88,западный,2
Севастополь,2015-12-21,20:00,7,9,облачно; без осадков,771,93,южный,3
Ялта,2015-12-24,2:00,8,10,ясно; без осадков,770,75,северо-западный,2
Ялта,2015-12-24,8:00,8,10,ясно; без осадков,770,74,северо-западный,2
Ялта,2015-12-24,14:00,15,17,ясно; без осадков,767,62,западный,3
Ялта,2015-12-24,20:00,7,9,ясно; без осадков,771,83,западный,1
Алушта,2015-12-24,2:00,8,10,малооблачно; без осадков,767,75,западный,1
Алушта,2015-12-24,8:00,8,10,ясно; без осадков,767,76,западный,2
Алушта,2015-12-24,14:00,14,16,ясно; без осадков,766,64,западный,2
Алушта,2015-12-24,20:00,6,8,облачно; без осадков,770,91,северо-западный,2
Бахчисарай,2015-12-24,2:00,6,8,пасмурно; без осадков,752,75,южный,2
Бахчисарай,2015-12-24,8:00,6,8,ясно; без осадков,752,83,южный,2
Бахчисарай,2015-12-24,14:00,10,12,ясно; без осадков,751,81,юго-западный,2
Бахчисарай,2015-12-24,20:00,4,6,малооблачно; без осадков,753,97,северо-восточный,2
Джанкой,2015-12-24,2:00,9,11,пасмурно; без осадков,769,79,юго-западный,4
Джанкой,2015-12-24,8:00,7,9,ясно; без осадков,769,92,юго-западный,4
Джанкой,2015-12-24,14:00,10,12,ясно; без осадков,769,64,западный,4
Джанкой,2015-12-24,20:00,4,6,ясно; без осадков,771,90,западный,2
Евпатория,2015-12-24,2:00,9,11,малооблачно; без осадков,770,89,юго-западный,5
Евпатория,2015-12-24,8:00,9,11,ясно; без осадков,770,91,юго-западный,5
Евпатория,2015-12-24,14:00,9,11,ясно; без осадков,770,82,западный,3
Евпатория,2015-12-24,20:00,7,9,ясно; без осадков,772,85,северный,3
Саки,2015-12-24,2:00,8,10,облачно; без осадков,770,93,южный,4
Саки,2015-12-24,8:00,8,10,ясно; без осадков,770,94,южный,4
Саки,2015-12-24,14:00,10,12,ясно; без осадков,769,79,юго-западный,3
Саки,2015-12-24,20:00,3,5,ясно; без осадков,772,92,северный,2
Керчь,2015-12-24,2:00,7,9,пасмурно; без осадков,770,77,юго-западный,4
Керчь,2015-12-24,8:00,7,9,пасмурно; без осадков,769,79,юго-западный,4
Керчь,2015-12-24,14:00,8,10,ясно; без осадков,769,82,западный,5
Керчь,2015-12-24,20:00,6,8,малооблачно; без осадков,771,87,западный,5
Красноперекопск,2015-12-24,2:00,7,9,пасмурно; без осадков,769,87,юго-западный,5
Красноперекопск,2015-12-24,8:00,6,8,ясно; без осадков,769,93,юго-западный,4
Красноперекопск,2015-12-24,14:00,8,10,ясно; без осадков,770,73,западный,4
Красноперекопск,2015-12-24,20:00,4,6,ясно; без осадков,772,89,северо-западный,2
Щелкино,2015-12-24,2:00,7,9,пасмурно; без осадков,767,76,юго-западный,5
Щелкино,2015-12-24,8:00,8,10,ясно; без осадков,766,78,юго-западный,6
Щелкино,2015-12-24,14:00,7,9,ясно; без осадков,766,84,западный,6
Щелкино,2015-12-24,20:00,6,8,ясно; без осадков,769,87,западный,5
Симферополь,2015-12-24,2:00,8,10,пасмурно; без осадков,748,68,южный,4
Симферополь,2015-12-24,8:00,7,9,ясно; без осадков,748,76,южный,4
Симферополь,2015-12-24,14:00,10,12,ясно; без осадков,747,79,юго-западный,4
Симферополь,2015-12-24,20:00,3,5,малооблачно; без осадков,750,96,северо-восточный,2
Судак,2015-12-24,2:00,7,9,пасмурно; без осадков,767,86,юго-западный,3
Судак,2015-12-24,8:00,8,10,ясно; без осадков,767,80,юго-западный,2
Судак,2015-12-24,14:00,13,15,ясно; без осадков,765,62,западный,2
Судак,2015-12-24,20:00,8,10,ясно; без осадков,769,82,северо-западный,5
Феодосия,2015-12-24,2:00,8,10,пасмурно; без осадков,769,80,южный,3
Феодосия,2015-12-24,8:00,8,10,ясно; без осадков,769,81,южный,3
Феодосия,2015-12-24,14:00,13,15,ясно; без осадков,768,62,западный,3
Феодосия,2015-12-24,20:00,7,9,ясно; без осадков,771,83,северо-западный,5
Армянск,2015-12-24,2:00,6,8,пасмурно; без осадков,768,89,юго-западный,5
Армянск,2015-12-24,8:00,5,7,ясно; без осадков,768,93,юго-западный,5
Армянск,2015-12-24,14:00,7,9,ясно; без осадков,768,77,западный,4
Армянск,2015-12-24,20:00,5,7,ясно; без осадков,771,87,северо-западный,3
Черноморское,2015-12-24,2:00,8,10,малооблачно; без осадков,769,87,юго-западный,3
Черноморское,2015-12-24,8:00,8,10,ясно; без осадков,769,92,юго-западный,3
Черноморское,2015-12-24,14:00,8,10,ясно; без осадков,769,78,северо-западный,4
Черноморское,2015-12-24,20:00,7,9,ясно; без осадков,772,86,северо-западный,3
Севастополь,2015-12-24,2:00,7,9,малооблачно; без осадков,770,94,южный,2
Севастополь,2015-12-24,8:00,7,9,ясно; без осадков,770,93,южный,2
Севастополь,2015-12-24,14:00,10,12,малооблачно; без осадков,770,89,западный,2
Севастополь,2015-12-24,20:00,6,8,ясно; без осадков,772,89,северный,5
Ялта,2015-12-25,2:00,5,7,ясно; без осадков,773,70,западный,1
Ялта,2015-12-25,8:00,6,8,ясно; без осадков,772,55,северо-восточный,1
Ялта,2015-12-25,14:00,10,12,ясно; без осадков,771,78,восточный,1
Ялта,2015-12-25,20:00,4,6,малооблачно; без осадков,772,92,западный,2
Алушта,2015-12-25,2:00,3,5,малооблачно; без осадков,770,86,западный,1
Алушта,2015-12-25,8:00,6,8,ясно; без осадков,770,54,западный,1
Алушта,2015-12-25,14:00,9,11,ясно; без осадков,769,76,юго-восточный,1
Алушта,2015-12-25,20:00,4,6,ясно; без осадков,770,88,западный,1
Бахчисарай,2015-12-25,2:00,0,2,облачно; без осадков,753,94,восточный,1
Бахчисарай,2015-12-25,8:00,0,2,ясно; без осадков,753,76,восточный,1
Бахчисарай,2015-12-25,14:00,8,10,ясно; без осадков,752,70,западный,1
Бахчисарай,2015-12-25,20:00,3,5,малооблачно; без осадков,752,92,юго-восточный,1
Джанкой,2015-12-25,2:00,-1,1,ясно; без осадков,772,95,западный,2
Джанкой,2015-12-25,8:00,0,2,ясно; без осадков,772,96,западный,2
Джанкой,2015-12-25,14:00,7,9,ясно; без осадков,771,63,западный,1
Джанкой,2015-12-25,20:00,-1,1,ясно; без осадков,771,94,юго-западный,3
Евпатория,2015-12-25,2:00,5,7,ясно; без осадков,773,91,северо-восточный,2
Евпатория,2015-12-25,8:00,3,5,пасмурно; без осадков,773,97,северо-восточный,3
Евпатория,2015-12-25,14:00,8,10,ясно; без осадков,771,64,северо-восточный,1
Евпатория,2015-12-25,20:00,7,9,пасмурно; без осадков,772,81,северный,1
Саки,2015-12-25,2:00,0,2,ясно; без осадков,772,97,северо-восточный,3
Саки,2015-12-25,8:00,-1,1,облачно; без осадков,772,96,северо-восточный,2
Саки,2015-12-25,14:00,9,11,ясно; без осадков,770,58,северо-западный,1
Саки,2015-12-25,20:00,5,7,облачно; без осадков,771,78,южный,1
Керчь,2015-12-25,2:00,5,7,ясно; без осадков,772,85,северо-западный,4
Керчь,2015-12-25,8:00,4,6,ясно; без осадков,773,89,северо-западный,3
Керчь,2015-12-25,14:00,5,7,ясно; без осадков,772,80,северо-западный,1
Керчь,2015-12-25,20:00,3,5,ясно; без осадков,771,89,западный,3
Красноперекопск,2015-12-25,2:00,1,3,ясно; без осадков,773,92,западный,2
Красноперекопск,2015-12-25,8:00,1,3,ясно; без осадков,773,95,северный,2
Красноперекопск,2015-12-25,14:00,6,8,ясно; без осадков,772,71,западный,1
Красноперекопск,2015-12-25,20:00,-1,1,малооблачно; без осадков,771,96,юго-западный,3
Щелкино,2015-12-25,2:00,4,6,ясно; без осадков,770,90,западный,4
Щелкино,2015-12-25,8:00,3,5,ясно; без осадков,770,90,северо-западный,3
Щелкино,2015-12-25,14:00,5,7,ясно; без осадков,769,85,западный,2
Щелкино,2015-12-25,20:00,3,5,ясно; без осадков,769,89,юго-западный,2
Симферополь,2015-12-25,2:00,1,3,ясно; без осадков,750,95,восточный,2
Симферополь,2015-12-25,8:00,0,2,ясно; без осадков,750,72,восточный,1
Симферополь,2015-12-25,14:00,8,10,ясно; без осадков,749,60,западный,2
Симферополь,2015-12-25,20:00,2,4,малооблачно; без осадков,749,91,южный,1
Судак,2015-12-25,2:00,5,7,ясно; без осадков,770,86,северо-западный,2
Судак,2015-12-25,8:00,4,6,ясно; без осадков,770,80,северо-западный,1
Судак,2015-12-25,14:00,8,10,ясно; без осадков,769,72,юго-восточный,1
Судак,2015-12-25,20:00,6,8,ясно; без осадков,769,85,юго-западный,2
Феодосия,2015-12-25,2:00,4,6,ясно; без осадков,772,87,северо-западный,4
Феодосия,2015-12-25,8:00,2,4,ясно; без осадков,773,88,северо-западный,3
Феодосия,2015-12-25,14:00,7,9,ясно; без осадков,771,66,северный,1
Феодосия,2015-12-25,20:00,4,6,ясно; без осадков,771,86,юго-западный,2
Армянск,2015-12-25,2:00,2,4,ясно; без осадков,772,89,северо-западный,3
Армянск,2015-12-25,8:00,1,3,ясно; без осадков,772,93,северный,2
Армянск,2015-12-25,14:00,5,7,ясно; без осадков,771,81,юго-западный,1
Армянск,2015-12-25,20:00,2,4,облачно; без осадков,770,93,юго-западный,3
Черноморское,2015-12-25,2:00,4,6,ясно; без осадков,772,91,северный,2
Черноморское,2015-12-25,8:00,3,5,ясно; без осадков,772,95,северо-восточный,2
Черноморское,2015-12-25,14:00,8,10,ясно; без осадков,771,63,северный,1
Черноморское,2015-12-25,20:00,5,7,облачно; без осадков,771,86,южный,1
Севастополь,2015-12-25,2:00,3,5,ясно; без осадков,772,90,северо-восточный,3
Севастополь,2015-12-25,8:00,4,6,малооблачно; без осадков,772,80,восточный,1
Севастополь,2015-12-25,14:00,9,11,ясно; без осадков,771,78,северо-западный,2
Севастополь,2015-12-25,20:00,5,7,пасмурно; без осадков,771,92,восточный,1
Ялта,2015-12-26,2:00,5,7,малооблачно; без осадков,771,86,северо-западный,1
Ялта,2015-12-26,14:00,10,12,облачно; без осадков,770,82,северо-западный,2
Ялта,2015-12-26,20:00,4,6,ясно; без осадков,772,84,северо-западный,2
Алушта,2015-12-26,2:00,5,7,малооблачно; без осадков,769,86,западный,1
Алушта,2015-12-26,14:00,9,11,облачно; без осадков,767,82,западный,2
Алушта,2015-12-26,20:00,5,7,ясно; без осадков,769,84,западный,3
Бахчисарай,2015-12-26,2:00,4,6,пасмурно; без осадков,752,95,южный,1
Бахчисарай,2015-12-26,14:00,5,7,пасмурно; без осадков,752,92,западный,2
Бахчисарай,2015-12-26,20:00,2,4,ясно; без осадков,753,95,юго-восточный,2
Джанкой,2015-12-26,2:00,3,5,пасмурно; без осадков,770,85,юго-западный,3
Джанкой,2015-12-26,14:00,6,8,пасмурно; без осадков,770,80,западный,4
Джанкой,2015-12-26,20:00,2,4,ясно; без осадков,770,91,юго-западный,4
Евпатория,2015-12-26,2:00,8,10,малооблачно; без осадков,771,84,западный,3
Евпатория,2015-12-26,14:00,6,8,пасмурно; без осадков,771,83,западный,3
Евпатория,2015-12-26,20:00,7,9,малооблачно; без осадков,771,79,юго-западный,4
Саки,2015-12-26,2:00,4,6,малооблачно; без осадков,770,94,юго-западный,2
Саки,2015-12-26,14:00,6,8,пасмурно; без осадков,770,83,западный,2
Саки,2015-12-26,20:00,4,6,малооблачно; без осадков,771,88,южный,3
Керчь,2015-12-26,2:00,2,4,ясно; без осадков,771,86,юго-западный,4
Керчь,2015-12-26,14:00,5,7,пасмурно; без осадков,770,92,западный,5
Керчь,2015-12-26,20:00,4,6,облачно; без осадков,771,90,западный,4
Красноперекопск,2015-12-26,2:00,3,5,малооблачно; без осадков,770,94,юго-западный,3
Красноперекопск,2015-12-26,14:00,5,7,пасмурно; без осадков,770,85,западный,4
Красноперекопск,2015-12-26,20:00,3,5,ясно; без осадков,770,91,юго-западный,4
Щелкино,2015-12-26,2:00,3,5,малооблачно; без осадков,768,90,юго-западный,4
Щелкино,2015-12-26,14:00,4,6,пасмурно; без осадков,767,91,западный,6
Щелкино,2015-12-26,20:00,5,7,малооблачно; без осадков,768,89,западный,6
Симферополь,2015-12-26,2:00,4,6,пасмурно; без осадков,749,98,южный,2
Симферополь,2015-12-26,14:00,5,7,пасмурно; без осадков,749,93,юго-западный,3
Симферополь,2015-12-26,20:00,3,5,ясно; без осадков,749,92,южный,4
Судак,2015-12-26,2:00,5,7,малооблачно; без осадков,769,85,западный,1
Судак,2015-12-26,14:00,9,11,малооблачно; без осадков,767,77,юго-западный,2
Судак,2015-12-26,20:00,5,7,ясно; без осадков,769,81,западный,2
Феодосия,2015-12-26,2:00,3,5,ясно; без осадков,771,86,западный,2
Феодосия,2015-12-26,14:00,8,10,пасмурно; без осадков,770,77,северо-западный,3
Феодосия,2015-12-26,20:00,5,7,ясно; без осадков,771,84,западный,2
Армянск,2015-12-26,2:00,4,6,ясно; без осадков,770,94,юго-западный,3
Армянск,2015-12-26,14:00,5,7,пасмурно; без осадков,770,86,юго-западный,4
Армянск,2015-12-26,20:00,4,6,ясно; без осадков,769,91,юго-западный,6
Черноморское,2015-12-26,2:00,6,8,облачно; без осадков,770,89,юго-западный,3
Черноморское,2015-12-26,14:00,6,8,пасмурно; без осадков,770,84,западный,4
Черноморское,2015-12-26,20:00,7,9,ясно; без осадков,770,89,юго-западный,5
Севастополь,2015-12-26,2:00,7,9,облачно; без осадков,771,82,западный,1
Севастополь,2015-12-26,14:00,7,9,пасмурно; без осадков,771,85,северо-западный,4
Севастополь,2015-12-26,20:00,4,6,ясно; без осадков,772,88,восточный,1
Ялта,2015-12-27,2:00,6,8,ясно; без осадков,771,84,западный,3
Ялта,2015-12-27,8:00,7,9,пасмурно; без осадков,770,92,западный,3
Ялта,2015-12-27,14:00,12,14,малооблачно; без осадков,770,79,западный,3
Ялта,2015-12-27,20:00,7,9,ясно; без осадков,772,88,северо-западный,2
Алушта,2015-12-27,2:00,5,7,ясно; без осадков,768,81,западный,2
Алушта,2015-12-27,8:00,7,9,облачно; без осадков,767,89,западный,2
Алушта,2015-12-27,14:00,11,13,малооблачно; без осадков,767,81,западный,2
Алушта,2015-12-27,20:00,7,9,малооблачно; без осадков,769,91,западный,3
Бахчисарай,2015-12-27,2:00,4,6,ясно; без осадков,752,92,южный,4
Бахчисарай,2015-12-27,8:00,6,8,облачно; без осадков,752,97,южный,3
Бахчисарай,2015-12-27,14:00,9,11,малооблачно; без осадков,752,83,юго-западный,3
Бахчисарай,2015-12-27,20:00,4,6,малооблачно; без осадков,753,95,юго-восточный,1
Джанкой,2015-12-27,2:00,7,9,ясно; без осадков,767,88,юго-западный,8
Джанкой,2015-12-27,8:00,6,8,ясно; без осадков,768,89,юго-западный,6
Джанкой,2015-12-27,14:00,11,13,ясно; без осадков,769,63,западный,6
Джанкой,2015-12-27,20:00,7,9,малооблачно; без осадков,770,83,западный,4
Евпатория,2015-12-27,2:00,9,11,ясно; без осадков,770,86,юго-западный,10
Евпатория,2015-12-27,8:00,9,11,ясно; без осадков,770,88,юго-западный,7
Евпатория,2015-12-27,14:00,9,11,ясно; без осадков,770,83,западный,6
Евпатория,2015-12-27,20:00,9,11,ясно; без осадков,771,84,западный,4
Саки,2015-12-27,2:00,8,10,ясно; без осадков,770,89,юго-западный,6
Саки,2015-12-27,8:00,8,10,ясно; без осадков,770,92,юго-западный,4
Саки,2015-12-27,14:00,10,12,ясно; без осадков,770,75,юго-западный,5
Саки,2015-12-27,20:00,5,7,ясно; без осадков,771,92,юго-западный,3
Керчь,2015-12-27,2:00,7,9,пасмурно; без осадков,769,90,южный,7
Керчь,2015-12-27,8:00,7,9,ясно; без осадков,768,83,юго-западный,8
Керчь,2015-12-27,14:00,9,11,малооблачно; без осадков,768,77,западный,6
Керчь,2015-12-27,20:00,8,10,пасмурно; без осадков,770,81,западный,6
Красноперекопск,2015-12-27,2:00,7,9,ясно; без осадков,768,88,юго-западный,8
Красноперекопск,2015-12-27,8:00,6,8,ясно; без осадков,768,86,юго-западный,6
Красноперекопск,2015-12-27,14:00,9,11,ясно; без осадков,769,74,юго-западный,6
Красноперекопск,2015-12-27,20:00,7,9,ясно; без осадков,770,85,западный,4
Щелкино,2015-12-27,2:00,6,8,облачно; без осадков,766,76,юго-западный,8
Щелкино,2015-12-27,8:00,7,9,ясно; без осадков,765,86,юго-западный,10
Щелкино,2015-12-27,14:00,8,10,ясно; без осадков,766,78,юго-западный,7
Щелкино,2015-12-27,20:00,7,9,пасмурно; без осадков,767,84,западный,7
Симферополь,2015-12-27,2:00,5,7,ясно; без осадков,749,90,южный,7
Симферополь,2015-12-27,8:00,6,8,пасмурно; без осадков,748,98,южный,6
Симферополь,2015-12-27,14:00,9,11,облачно; без осадков,748,81,юго-западный,5
Симферополь,2015-12-27,20:00,5,7,малооблачно; без осадков,749,95,южный,3
Судак,2015-12-27,2:00,6,8,ясно; без осадков,767,77,юго-западный,4
Судак,2015-12-27,8:00,6,8,ясно; без осадков,767,84,юго-западный,4
Судак,2015-12-27,14:00,11,13,ясно; без осадков,767,74,западный,4
Судак,2015-12-27,20:00,8,10,ясно; без осадков,768,83,западный,4
Феодосия,2015-12-27,2:00,7,9,ясно; без осадков,769,76,южный,4
